"State","Measure ID","Measure Name","Score","Footnote","Start Date","End Date"
AL,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.555,,01/01/2019,12/31/2019
AL,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.695,,01/01/2019,12/31/2019
AL,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.622,,01/01/2019,12/31/2019
AL,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.435,,01/01/2019,12/31/2019
AL,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.657,,01/01/2019,12/31/2019
AL,HAI_3_SIR,SSI - Colon Surgery,0.538,,01/01/2019,12/31/2019
AL,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.664,,01/01/2019,12/31/2019
AL,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.112,,01/01/2019,12/31/2019
AL,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.866,,01/01/2019,12/31/2019
AL,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.872,,01/01/2019,12/31/2019
AL,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.152,,01/01/2019,12/31/2019
AL,HAI_5_SIR,MRSA Bacteremia,1.005,,01/01/2019,12/31/2019
AL,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.452,,01/01/2019,12/31/2019
AL,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.517,,01/01/2019,12/31/2019
AL,HAI_6_SIR,Clostridium Difficile (C.Diff),0.484,,01/01/2019,12/31/2019
AR,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.731,,01/01/2019,12/31/2019
AR,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.995,,01/01/2019,12/31/2019
AR,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.855,,01/01/2019,12/31/2019
AR,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.782,,01/01/2019,12/31/2019
AR,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,1.041,,01/01/2019,12/31/2019
AR,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.905,,01/01/2019,12/31/2019
AR,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.677,,01/01/2019,12/31/2019
AR,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.076,,01/01/2019,12/31/2019
AR,HAI_3_SIR,SSI - Colon Surgery,0.860,,01/01/2019,12/31/2019
AR,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.633,,01/01/2019,12/31/2019
AR,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.350,,01/01/2019,12/31/2019
AR,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.941,,01/01/2019,12/31/2019
AR,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.901,,01/01/2019,12/31/2019
AR,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.329,,01/01/2019,12/31/2019
AR,HAI_5_SIR,MRSA Bacteremia,1.099,,01/01/2019,12/31/2019
AR,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.573,,01/01/2019,12/31/2019
AR,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.682,,01/01/2019,12/31/2019
AR,HAI_6_SIR,Clostridium Difficile (C.Diff),0.626,,01/01/2019,12/31/2019
AS,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,Not Available,5,01/01/2019,12/31/2019
AS,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,Not Available,5,01/01/2019,12/31/2019
AS,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),Not Available,5,01/01/2019,12/31/2019
AS,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,Not Available,5,01/01/2019,12/31/2019
AS,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,Not Available,5,01/01/2019,12/31/2019
AS,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),Not Available,5,01/01/2019,12/31/2019
AS,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,Not Available,5,01/01/2019,12/31/2019
AS,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,Not Available,5,01/01/2019,12/31/2019
AS,HAI_3_SIR,SSI - Colon Surgery,Not Available,5,01/01/2019,12/31/2019
AS,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,Not Available,5,01/01/2019,12/31/2019
AS,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,Not Available,5,01/01/2019,12/31/2019
AS,HAI_4_SIR,SSI - Abdominal Hysterectomy,Not Available,5,01/01/2019,12/31/2019
AS,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,Not Available,5,01/01/2019,12/31/2019
AS,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,Not Available,5,01/01/2019,12/31/2019
AS,HAI_5_SIR,MRSA Bacteremia,Not Available,5,01/01/2019,12/31/2019
AS,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,Not Available,5,01/01/2019,12/31/2019
AS,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,Not Available,5,01/01/2019,12/31/2019
AS,HAI_6_SIR,Clostridium Difficile (C.Diff),Not Available,5,01/01/2019,12/31/2019
AZ,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.432,,01/01/2019,12/31/2019
AZ,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.583,,01/01/2019,12/31/2019
AZ,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.503,,01/01/2019,12/31/2019
AZ,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.401,,01/01/2019,12/31/2019
AZ,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.537,,01/01/2019,12/31/2019
AZ,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.466,,01/01/2019,12/31/2019
AZ,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.648,,01/01/2019,12/31/2019
AZ,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.899,,01/01/2019,12/31/2019
AZ,HAI_3_SIR,SSI - Colon Surgery,0.766,,01/01/2019,12/31/2019
AZ,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.664,,01/01/2019,12/31/2019
AZ,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.117,,01/01/2019,12/31/2019
AZ,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.868,,01/01/2019,12/31/2019
AZ,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.491,,01/01/2019,12/31/2019
AZ,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.709,,01/01/2019,12/31/2019
AZ,HAI_5_SIR,MRSA Bacteremia,0.593,,01/01/2019,12/31/2019
AZ,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.545,,01/01/2019,12/31/2019
AZ,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.616,,01/01/2019,12/31/2019
AZ,HAI_6_SIR,Clostridium Difficile (C.Diff),0.580,,01/01/2019,12/31/2019
CA,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.628,,01/01/2019,12/31/2019
CA,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.705,,01/01/2019,12/31/2019
CA,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.666,,01/01/2019,12/31/2019
CA,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.832,,01/01/2019,12/31/2019
CA,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.917,,01/01/2019,12/31/2019
CA,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.874,,01/01/2019,12/31/2019
CA,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.796,,01/01/2019,12/31/2019
CA,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.925,,01/01/2019,12/31/2019
CA,HAI_3_SIR,SSI - Colon Surgery,0.859,,01/01/2019,12/31/2019
CA,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.675,,01/01/2019,12/31/2019
CA,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,0.921,,01/01/2019,12/31/2019
CA,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.791,,01/01/2019,12/31/2019
CA,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.674,,01/01/2019,12/31/2019
CA,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.790,,01/01/2019,12/31/2019
CA,HAI_5_SIR,MRSA Bacteremia,0.730,,01/01/2019,12/31/2019
CA,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.582,,01/01/2019,12/31/2019
CA,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.615,,01/01/2019,12/31/2019
CA,HAI_6_SIR,Clostridium Difficile (C.Diff),0.598,,01/01/2019,12/31/2019
CO,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.481,,01/01/2019,12/31/2019
CO,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.683,,01/01/2019,12/31/2019
CO,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.576,,01/01/2019,12/31/2019
CO,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.512,,01/01/2019,12/31/2019
CO,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.695,,01/01/2019,12/31/2019
CO,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.598,,01/01/2019,12/31/2019
CO,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.977,,01/01/2019,12/31/2019
CO,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.333,,01/01/2019,12/31/2019
CO,HAI_3_SIR,SSI - Colon Surgery,1.145,,01/01/2019,12/31/2019
CO,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.748,,01/01/2019,12/31/2019
CO,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.319,,01/01/2019,12/31/2019
CO,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.003,,01/01/2019,12/31/2019
CO,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.470,,01/01/2019,12/31/2019
CO,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.757,,01/01/2019,12/31/2019
CO,HAI_5_SIR,MRSA Bacteremia,0.601,,01/01/2019,12/31/2019
CO,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.586,,01/01/2019,12/31/2019
CO,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.684,,01/01/2019,12/31/2019
CO,HAI_6_SIR,Clostridium Difficile (C.Diff),0.634,,01/01/2019,12/31/2019
CT,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.677,,01/01/2019,12/31/2019
CT,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.919,,01/01/2019,12/31/2019
CT,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.791,,01/01/2019,12/31/2019
CT,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.527,,01/01/2019,12/31/2019
CT,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.737,,01/01/2019,12/31/2019
CT,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.625,,01/01/2019,12/31/2019
CT,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.784,,01/01/2019,12/31/2019
CT,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.178,,01/01/2019,12/31/2019
CT,HAI_3_SIR,SSI - Colon Surgery,0.966,,01/01/2019,12/31/2019
CT,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.670,,01/01/2019,12/31/2019
CT,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.391,,01/01/2019,12/31/2019
CT,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.981,,01/01/2019,12/31/2019
CT,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.641,,01/01/2019,12/31/2019
CT,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.003,,01/01/2019,12/31/2019
CT,HAI_5_SIR,MRSA Bacteremia,0.807,,01/01/2019,12/31/2019
CT,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.578,,01/01/2019,12/31/2019
CT,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.674,,01/01/2019,12/31/2019
CT,HAI_6_SIR,Clostridium Difficile (C.Diff),0.624,,01/01/2019,12/31/2019
DC,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.585,,01/01/2019,12/31/2019
DC,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.897,,01/01/2019,12/31/2019
DC,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.728,,01/01/2019,12/31/2019
DC,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.491,,01/01/2019,12/31/2019
DC,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.800,,01/01/2019,12/31/2019
DC,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.632,,01/01/2019,12/31/2019
DC,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.402,,01/01/2019,12/31/2019
DC,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.993,,01/01/2019,12/31/2019
DC,HAI_3_SIR,SSI - Colon Surgery,0.648,,01/01/2019,12/31/2019
DC,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.214,,01/01/2019,12/31/2019
DC,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.626,,01/01/2019,12/31/2019
DC,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.674,,01/01/2019,12/31/2019
DC,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.699,,01/01/2019,12/31/2019
DC,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.194,,01/01/2019,12/31/2019
DC,HAI_5_SIR,MRSA Bacteremia,0.922,,01/01/2019,12/31/2019
DC,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.460,,01/01/2019,12/31/2019
DC,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.604,,01/01/2019,12/31/2019
DC,HAI_6_SIR,Clostridium Difficile (C.Diff),0.529,,01/01/2019,12/31/2019
DE,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.373,,01/01/2019,12/31/2019
DE,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.797,,01/01/2019,12/31/2019
DE,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.555,,01/01/2019,12/31/2019
DE,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.264,,01/01/2019,12/31/2019
DE,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.654,,01/01/2019,12/31/2019
DE,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.426,,01/01/2019,12/31/2019
DE,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.470,,01/01/2019,12/31/2019
DE,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.068,,01/01/2019,12/31/2019
DE,HAI_3_SIR,SSI - Colon Surgery,0.723,,01/01/2019,12/31/2019
DE,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.294,,01/01/2019,12/31/2019
DE,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.779,,01/01/2019,12/31/2019
DE,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.803,,01/01/2019,12/31/2019
DE,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.458,,01/01/2019,12/31/2019
DE,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.007,,01/01/2019,12/31/2019
DE,HAI_5_SIR,MRSA Bacteremia,0.693,,01/01/2019,12/31/2019
DE,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.504,,01/01/2019,12/31/2019
DE,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.669,,01/01/2019,12/31/2019
DE,HAI_6_SIR,Clostridium Difficile (C.Diff),0.582,,01/01/2019,12/31/2019
FL,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.608,,01/01/2019,12/31/2019
FL,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.699,,01/01/2019,12/31/2019
FL,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.652,,01/01/2019,12/31/2019
FL,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.616,,01/01/2019,12/31/2019
FL,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.703,,01/01/2019,12/31/2019
FL,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.658,,01/01/2019,12/31/2019
FL,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.664,,01/01/2019,12/31/2019
FL,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.793,,01/01/2019,12/31/2019
FL,HAI_3_SIR,SSI - Colon Surgery,0.726,,01/01/2019,12/31/2019
FL,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.804,,01/01/2019,12/31/2019
FL,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.085,,01/01/2019,12/31/2019
FL,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.937,,01/01/2019,12/31/2019
FL,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.991,,01/01/2019,12/31/2019
FL,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.139,,01/01/2019,12/31/2019
FL,HAI_5_SIR,MRSA Bacteremia,1.063,,01/01/2019,12/31/2019
FL,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.465,,01/01/2019,12/31/2019
FL,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.497,,01/01/2019,12/31/2019
FL,HAI_6_SIR,Clostridium Difficile (C.Diff),0.481,,01/01/2019,12/31/2019
GA,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.578,,01/01/2019,12/31/2019
GA,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.703,,01/01/2019,12/31/2019
GA,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.638,,01/01/2019,12/31/2019
GA,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.623,,01/01/2019,12/31/2019
GA,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.749,,01/01/2019,12/31/2019
GA,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.684,,01/01/2019,12/31/2019
GA,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.686,,01/01/2019,12/31/2019
GA,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.883,,01/01/2019,12/31/2019
GA,HAI_3_SIR,SSI - Colon Surgery,0.780,,01/01/2019,12/31/2019
GA,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.977,,01/01/2019,12/31/2019
GA,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.360,,01/01/2019,12/31/2019
GA,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.157,,01/01/2019,12/31/2019
GA,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.813,,01/01/2019,12/31/2019
GA,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.023,,01/01/2019,12/31/2019
GA,HAI_5_SIR,MRSA Bacteremia,0.914,,01/01/2019,12/31/2019
GA,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.496,,01/01/2019,12/31/2019
GA,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.549,,01/01/2019,12/31/2019
GA,HAI_6_SIR,Clostridium Difficile (C.Diff),0.522,,01/01/2019,12/31/2019
GU,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,Not Available,5,01/01/2019,12/31/2019
GU,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,Not Available,5,01/01/2019,12/31/2019
GU,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),Not Available,5,01/01/2019,12/31/2019
GU,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,Not Available,5,01/01/2019,12/31/2019
GU,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,Not Available,5,01/01/2019,12/31/2019
GU,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),Not Available,5,01/01/2019,12/31/2019
GU,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,Not Available,5,01/01/2019,12/31/2019
GU,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,Not Available,5,01/01/2019,12/31/2019
GU,HAI_3_SIR,SSI - Colon Surgery,Not Available,5,01/01/2019,12/31/2019
GU,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,Not Available,5,01/01/2019,12/31/2019
GU,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,Not Available,5,01/01/2019,12/31/2019
GU,HAI_4_SIR,SSI - Abdominal Hysterectomy,Not Available,5,01/01/2019,12/31/2019
GU,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,Not Available,5,01/01/2019,12/31/2019
GU,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,Not Available,5,01/01/2019,12/31/2019
GU,HAI_5_SIR,MRSA Bacteremia,Not Available,5,01/01/2019,12/31/2019
GU,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,Not Available,5,01/01/2019,12/31/2019
GU,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,Not Available,5,01/01/2019,12/31/2019
