"State","Measure ID","Measure Name","Score","Footnote","Start Date","End Date"
AL,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.402,,07/01/2021,06/30/2022
AL,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),1.278,,07/01/2021,06/30/2022
AL,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.727,,07/01/2021,06/30/2022
AL,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.873,,07/01/2021,06/30/2022
AL,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.797,,07/01/2021,06/30/2022
AL,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.487,,07/01/2021,06/30/2022
AL,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.723,,07/01/2021,06/30/2022
AL,HAI_3_SIR,SSI - Colon Surgery,0.596,,07/01/2021,06/30/2022
AL,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.691,,07/01/2021,06/30/2022
AL,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.180,,07/01/2021,06/30/2022
AL,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.911,,07/01/2021,06/30/2022
AL,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,1.391,,07/01/2021,06/30/2022
AL,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.726,,07/01/2021,06/30/2022
AL,HAI_5_SIR,MRSA Bacteremia,1.552,,07/01/2021,06/30/2022
AL,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.471,,07/01/2021,06/30/2022
AL,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.541,,07/01/2021,06/30/2022
AL,HAI_6_SIR,Clostridium Difficile (C.Diff),0.505,,07/01/2021,06/30/2022
AR,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,1.004,,07/01/2021,06/30/2022
AR,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.296,,07/01/2021,06/30/2022
AR,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),1.143,,07/01/2021,06/30/2022
AR,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.584,,07/01/2021,06/30/2022
AR,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.770,,07/01/2021,06/30/2022
AR,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.672,,07/01/2021,06/30/2022
AR,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.784,,07/01/2021,06/30/2022
AR,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.200,,07/01/2021,06/30/2022
AR,HAI_3_SIR,SSI - Colon Surgery,0.975,,07/01/2021,06/30/2022
AR,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.523,,07/01/2021,06/30/2022
AR,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.264,,07/01/2021,06/30/2022
AR,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.834,,07/01/2021,06/30/2022
AR,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,1.304,,07/01/2021,06/30/2022
AR,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.767,,07/01/2021,06/30/2022
AR,HAI_5_SIR,MRSA Bacteremia,1.523,,07/01/2021,06/30/2022
AR,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.323,,07/01/2021,06/30/2022
AR,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.409,,07/01/2021,06/30/2022
AR,HAI_6_SIR,Clostridium Difficile (C.Diff),0.364,,07/01/2021,06/30/2022
AS,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,Not Available,5,07/01/2021,06/30/2022
AS,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,Not Available,5,07/01/2021,06/30/2022
AS,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),Not Available,5,07/01/2021,06/30/2022
AS,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,Not Available,5,07/01/2021,06/30/2022
AS,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,Not Available,5,07/01/2021,06/30/2022
AS,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),Not Available,5,07/01/2021,06/30/2022
AS,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,Not Available,5,07/01/2021,06/30/2022
AS,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,Not Available,5,07/01/2021,06/30/2022
AS,HAI_3_SIR,SSI - Colon Surgery,Not Available,5,07/01/2021,06/30/2022
AS,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,Not Available,5,07/01/2021,06/30/2022
AS,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,Not Available,5,07/01/2021,06/30/2022
AS,HAI_4_SIR,SSI - Abdominal Hysterectomy,Not Available,5,07/01/2021,06/30/2022
AS,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,Not Available,5,07/01/2021,06/30/2022
AS,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,Not Available,5,07/01/2021,06/30/2022
AS,HAI_5_SIR,MRSA Bacteremia,Not Available,5,07/01/2021,06/30/2022
AS,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,Not Available,5,07/01/2021,06/30/2022
AS,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,Not Available,5,07/01/2021,06/30/2022
AS,HAI_6_SIR,Clostridium Difficile (C.Diff),Not Available,5,07/01/2021,06/30/2022
AZ,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.966,,07/01/2021,06/30/2022
AZ,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.159,,07/01/2021,06/30/2022
AZ,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),1.059,,07/01/2021,06/30/2022
AZ,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.527,,07/01/2021,06/30/2022
AZ,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.657,,07/01/2021,06/30/2022
AZ,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.589,,07/01/2021,06/30/2022
AZ,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.582,,07/01/2021,06/30/2022
AZ,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.818,,07/01/2021,06/30/2022
AZ,HAI_3_SIR,SSI - Colon Surgery,0.692,,07/01/2021,06/30/2022
AZ,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.566,,07/01/2021,06/30/2022
AZ,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.101,,07/01/2021,06/30/2022
AZ,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.801,,07/01/2021,06/30/2022
AZ,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.960,,07/01/2021,06/30/2022
AZ,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.239,,07/01/2021,06/30/2022
AZ,HAI_5_SIR,MRSA Bacteremia,1.093,,07/01/2021,06/30/2022
AZ,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.528,,07/01/2021,06/30/2022
AZ,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.598,,07/01/2021,06/30/2022
AZ,HAI_6_SIR,Clostridium Difficile (C.Diff),0.562,,07/01/2021,06/30/2022
CA,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.851,,07/01/2021,06/30/2022
CA,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.937,,07/01/2021,06/30/2022
CA,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.893,,07/01/2021,06/30/2022
CA,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.798,,07/01/2021,06/30/2022
CA,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.877,,07/01/2021,06/30/2022
CA,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.837,,07/01/2021,06/30/2022
CA,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.851,,07/01/2021,06/30/2022
CA,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.984,,07/01/2021,06/30/2022
CA,HAI_3_SIR,SSI - Colon Surgery,0.916,,07/01/2021,06/30/2022
CA,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.635,,07/01/2021,06/30/2022
CA,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,0.906,,07/01/2021,06/30/2022
CA,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.762,,07/01/2021,06/30/2022
CA,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.860,,07/01/2021,06/30/2022
CA,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.986,,07/01/2021,06/30/2022
CA,HAI_5_SIR,MRSA Bacteremia,0.921,,07/01/2021,06/30/2022
CA,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.504,,07/01/2021,06/30/2022
CA,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.535,,07/01/2021,06/30/2022
CA,HAI_6_SIR,Clostridium Difficile (C.Diff),0.519,,07/01/2021,06/30/2022
CO,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.816,,07/01/2021,06/30/2022
CO,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.042,,07/01/2021,06/30/2022
CO,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.924,,07/01/2021,06/30/2022
CO,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.613,,07/01/2021,06/30/2022
CO,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.791,,07/01/2021,06/30/2022
CO,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.698,,07/01/2021,06/30/2022
CO,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.767,,07/01/2021,06/30/2022
CO,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.074,,07/01/2021,06/30/2022
CO,HAI_3_SIR,SSI - Colon Surgery,0.911,,07/01/2021,06/30/2022
CO,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.848,,07/01/2021,06/30/2022
CO,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.555,,07/01/2021,06/30/2022
CO,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.162,,07/01/2021,06/30/2022
CO,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.745,,07/01/2021,06/30/2022
CO,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.059,,07/01/2021,06/30/2022
CO,HAI_5_SIR,MRSA Bacteremia,0.891,,07/01/2021,06/30/2022
CO,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.464,,07/01/2021,06/30/2022
CO,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.545,,07/01/2021,06/30/2022
CO,HAI_6_SIR,Clostridium Difficile (C.Diff),0.503,,07/01/2021,06/30/2022
CT,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.726,,07/01/2021,06/30/2022
CT,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.981,,07/01/2021,06/30/2022
CT,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.847,,07/01/2021,06/30/2022
CT,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.382,,07/01/2021,06/30/2022
CT,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.559,,07/01/2021,06/30/2022
CT,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.464,,07/01/2021,06/30/2022
CT,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.788,,07/01/2021,06/30/2022
CT,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.187,,07/01/2021,06/30/2022
CT,HAI_3_SIR,SSI - Colon Surgery,0.972,,07/01/2021,06/30/2022
CT,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.353,,07/01/2021,06/30/2022
CT,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.017,,07/01/2021,06/30/2022
CT,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.621,,07/01/2021,06/30/2022
CT,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.709,,07/01/2021,06/30/2022
CT,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.075,,07/01/2021,06/30/2022
CT,HAI_5_SIR,MRSA Bacteremia,0.878,,07/01/2021,06/30/2022
CT,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.517,,07/01/2021,06/30/2022
CT,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.613,,07/01/2021,06/30/2022
CT,HAI_6_SIR,Clostridium Difficile (C.Diff),0.564,,07/01/2021,06/30/2022
DC,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.804,,07/01/2021,06/30/2022
DC,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.228,,07/01/2021,06/30/2022
DC,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.999,,07/01/2021,06/30/2022
DC,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.359,,07/01/2021,06/30/2022
DC,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.618,,07/01/2021,06/30/2022
DC,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.475,,07/01/2021,06/30/2022
DC,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.866,,07/01/2021,06/30/2022
DC,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.639,,07/01/2021,06/30/2022
DC,HAI_3_SIR,SSI - Colon Surgery,1.206,,07/01/2021,06/30/2022
DC,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.991,,07/01/2021,06/30/2022
DC,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,2.970,,07/01/2021,06/30/2022
DC,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.781,,07/01/2021,06/30/2022
DC,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.452,,07/01/2021,06/30/2022
DC,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.896,,07/01/2021,06/30/2022
DC,HAI_5_SIR,MRSA Bacteremia,0.646,,07/01/2021,06/30/2022
DC,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.420,,07/01/2021,06/30/2022
DC,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.557,,07/01/2021,06/30/2022
DC,HAI_6_SIR,Clostridium Difficile (C.Diff),0.485,,07/01/2021,06/30/2022
DE,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.455,,07/01/2021,06/30/2022
DE,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.853,,07/01/2021,06/30/2022
DE,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.631,,07/01/2021,06/30/2022
DE,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.599,,07/01/2021,06/30/2022
DE,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,1.063,,07/01/2021,06/30/2022
DE,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.806,,07/01/2021,06/30/2022
DE,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.494,,07/01/2021,06/30/2022
DE,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.145,,07/01/2021,06/30/2022
DE,HAI_3_SIR,SSI - Colon Surgery,0.769,,07/01/2021,06/30/2022
DE,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.200,,07/01/2021,06/30/2022
DE,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,2.136,,07/01/2021,06/30/2022
DE,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.785,,07/01/2021,06/30/2022
DE,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.441,,07/01/2021,06/30/2022
DE,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.904,,07/01/2021,06/30/2022
DE,HAI_5_SIR,MRSA Bacteremia,0.641,,07/01/2021,06/30/2022
DE,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.455,,07/01/2021,06/30/2022
DE,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.627,,07/01/2021,06/30/2022
DE,HAI_6_SIR,Clostridium Difficile (C.Diff),0.536,,07/01/2021,06/30/2022
FL,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.855,,07/01/2021,06/30/2022
FL,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.956,,07/01/2021,06/30/2022
FL,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.904,,07/01/2021,06/30/2022
FL,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.577,,07/01/2021,06/30/2022
FL,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.656,,07/01/2021,06/30/2022
FL,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.616,,07/01/2021,06/30/2022
FL,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.683,,07/01/2021,06/30/2022
FL,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.815,,07/01/2021,06/30/2022
FL,HAI_3_SIR,SSI - Colon Surgery,0.747,,07/01/2021,06/30/2022
FL,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.721,,07/01/2021,06/30/2022
FL,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.018,,07/01/2021,06/30/2022
FL,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.860,,07/01/2021,06/30/2022
FL,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,1.078,,07/01/2021,06/30/2022
FL,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.222,,07/01/2021,06/30/2022
FL,HAI_5_SIR,MRSA Bacteremia,1.148,,07/01/2021,06/30/2022
FL,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.343,,07/01/2021,06/30/2022
FL,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.370,,07/01/2021,06/30/2022
FL,HAI_6_SIR,Clostridium Difficile (C.Diff),0.357,,07/01/2021,06/30/2022
GA,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.940,,07/01/2021,06/30/2022
GA,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.088,,07/01/2021,06/30/2022
GA,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),1.012,,07/01/2021,06/30/2022
GA,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.678,,07/01/2021,06/30/2022
GA,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.796,,07/01/2021,06/30/2022
GA,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.735,,07/01/2021,06/30/2022
GA,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.677,,07/01/2021,06/30/2022
GA,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.878,,07/01/2021,06/30/2022
GA,HAI_3_SIR,SSI - Colon Surgery,0.773,,07/01/2021,06/30/2022
GA,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,1.045,,07/01/2021,06/30/2022
GA,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.488,,07/01/2021,06/30/2022
GA,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.252,,07/01/2021,06/30/2022
GA,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,1.165,,07/01/2021,06/30/2022
GA,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.390,,07/01/2021,06/30/2022
GA,HAI_5_SIR,MRSA Bacteremia,1.274,,07/01/2021,06/30/2022
GA,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.394,,07/01/2021,06/30/2022
GA,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.441,,07/01/2021,06/30/2022
GA,HAI_6_SIR,Clostridium Difficile (C.Diff),0.417,,07/01/2021,06/30/2022
GU,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,Not Available,5,07/01/2021,06/30/2022
GU,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,Not Available,5,07/01/2021,06/30/2022
GU,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),Not Available,5,07/01/2021,06/30/2022
GU,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,Not Available,5,07/01/2021,06/30/2022
GU,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,Not Available,5,07/01/2021,06/30/2022
GU,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),Not Available,5,07/01/2021,06/30/2022
GU,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,Not Available,5,07/01/2021,06/30/2022
GU,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,Not Available,5,07/01/2021,06/30/2022
GU,HAI_3_SIR,SSI - Colon Surgery,Not Available,5,07/01/2021,06/30/2022
GU,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,Not Available,5,07/01/2021,06/30/2022
GU,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,Not Available,5,07/01/2021,06/30/2022
GU,HAI_4_SIR,SSI - Abdominal Hysterectomy,Not Available,5,07/01/2021,06/30/2022
GU,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,Not Available,5,07/01/2021,06/30/2022
GU,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,Not Available,5,07/01/2021,06/30/2022
GU,HAI_5_SIR,MRSA Bacteremia,Not Available,5,07/01/2021,06/30/2022
GU,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,Not Available,5,07/01/2021,06/30/2022
GU,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,Not Available,5,07/01/2021,06/30/2022
