"Fiscal Year","Facility ID","Facility Name","Address","City/Town","State","ZIP Code","County/Parish","Unweighted Normalized Clinical Outcomes Domain Score","Weighted Normalized Clinical Outcomes Domain Score","Unweighted Person And Community Engagement Domain Score","Weighted Person And Community Engagement Domain Score","Unweighted Normalized Safety Domain Score","Weighted Safety Domain Score","Unweighted Normalized Efficiency And Cost Reduction Domain Score","Weighted Efficiency And Cost Reduction Domain Score","Total Performance Score"
2024,010108,PRATTVILLE BAPTIST HOSPITAL,124 S MEMORIAL DR,PRATTVILLE,AL,36067,AUTAUGA,0.000000000000,0.000000000000,32.000000000000,8.000000000000,50.000000000000,12.500000000000,0.000000000000,0.000000000000,20.500000000000
2024,010112,WHITFIELD REGIONAL HOSPITAL,105 HIGHWAY 80 EAST,DEMOPOLIS,AL,36732,MARENGO,0.000000000000,0.000000000000,25.000000000000,8.333333333333,Not Available,Not Available,80.000000000000,26.666666666667,35.000000000000
2024,010113,MOBILE INFIRMARY MEDICAL CENTER,5 MOBILE INFIRMARY CIRCLE,MOBILE,AL,36607,MOBILE,21.666666666667,5.416666666667,16.000000000000,4.000000000000,26.000000000000,6.500000000000,0.000000000000,0.000000000000,15.916666666667
2024,010114,"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",995 9TH AVENUE SOUTHWEST,BESSEMER,AL,35021,JEFFERSON,3.333333333333,0.833333333333,8.000000000000,2.000000000000,4.000000000000,1.000000000000,30.000000000000,7.500000000000,11.333333333333
2024,010118,VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,1015 MEDICAL CENTER PARKWAY,SELMA,AL,36701,DALLAS,16.666666666667,4.166666666667,11.000000000000,2.750000000000,10.000000000000,2.500000000000,40.000000000000,10.000000000000,19.416666666667
2024,010125,LAKELAND COMMUNITY HOSPITAL,42024 HIGHWAY 195 E,HALEYVILLE,AL,35565,WINSTON,10.000000000000,3.333333333333,62.000000000000,20.666666666667,Not Available,Not Available,0.000000000000,0.000000000000,24.000000000000
2024,010126,TROY REGIONAL MEDICAL CENTER,1330 HIGHWAY 231 SOUTH,TROY,AL,36081,PIKE,0.000000000000,0.000000000000,28.000000000000,9.333333333333,Not Available,Not Available,0.000000000000,0.000000000000,9.333333333333
2024,010130,ST VINCENT'S ST CLAIR,7063 VETERANS PARKWAY,PELL CITY,AL,35125,ST. CLAIR,0.000000000000,0.000000000000,47.000000000000,11.750000000000,50.000000000000,12.500000000000,90.000000000000,22.500000000000,46.750000000000
2024,010131,CRESTWOOD MEDICAL CENTER,ONE HOSPITAL DR SE,HUNTSVILLE,AL,35801,MADISON,18.000000000000,4.500000000000,9.000000000000,2.250000000000,44.000000000000,11.000000000000,30.000000000000,7.500000000000,25.250000000000
2024,010139,BROOKWOOD BAPTIST MEDICAL CENTER,2010 BROOKWOOD MEDICAL CENTER DRIVE,BIRMINGHAM,AL,35209,JEFFERSON,10.000000000000,2.500000000000,11.000000000000,2.750000000000,36.000000000000,9.000000000000,0.000000000000,0.000000000000,14.250000000000
2024,010144,SPRINGHILL MEDICAL CENTER,3719 DAUPHIN STREET,MOBILE,AL,36608,MOBILE,15.000000000000,3.750000000000,12.000000000000,3.000000000000,38.000000000000,9.500000000000,20.000000000000,5.000000000000,21.250000000000
2024,010148,EVERGREEN MEDICAL CENTER,101 CRESTVIEW AVENUE,EVERGREEN,AL,36401,CONECUH,0.000000000000,0.000000000000,42.000000000000,14.000000000000,Not Available,Not Available,50.000000000000,16.666666666667,30.666666666667
2024,010149,BAPTIST MEDICAL CENTER EAST,400 TAYLOR ROAD,MONTGOMERY,AL,36117,MONTGOMERY,0.000000000000,0.000000000000,20.000000000000,5.000000000000,20.000000000000,5.000000000000,10.000000000000,2.500000000000,12.500000000000
2024,010158,RUSSELLVILLE HOSPITAL,15155 HIGHWAY 43,RUSSELLVILLE,AL,35653,FRANKLIN,0.000000000000,0.000000000000,36.000000000000,12.000000000000,Not Available,Not Available,0.000000000000,0.000000000000,12.000000000000
2024,010164,COOSA VALLEY MEDICAL CENTER,315 W HICKORY ST,SYLACAUGA,AL,35150,TALLADEGA,3.333333333333,0.833333333333,22.000000000000,5.500000000000,100.000000000000,25.000000000000,50.000000000000,12.500000000000,43.833333333333
2024,020001,PROVIDENCE ALASKA MEDICAL CENTER,3200 PROVIDENCE DRIVE,ANCHORAGE,AK,99508,ANCHORAGE,30.000000000000,7.500000000000,21.000000000000,5.250000000000,26.000000000000,6.500000000000,30.000000000000,7.500000000000,26.750000000000
2024,020006,MAT-SU REGIONAL MEDICAL CENTER,2500 SOUTH WOODWORTH LOOP,PALMER,AK,99645,MATANUSKA-SUSITNA,0.000000000000,0.000000000000,31.000000000000,7.750000000000,80.000000000000,20.000000000000,100.000000000000,25.000000000000,52.750000000000
2024,020008,BARTLETT REGIONAL HOSPITAL,3260 HOSPITAL DR,JUNEAU,AK,99801,JUNEAU,22.500000000000,7.500000000000,33.000000000000,11.000000000000,Not Available,Not Available,40.000000000000,13.333333333333,31.833333333333
2024,020012,FAIRBANKS MEMORIAL HOSPITAL,1650 COWLES STREET,FAIRBANKS,AK,99701,FAIRBANKS NORTH STAR,20.000000000000,5.000000000000,19.000000000000,4.750000000000,23.333333333333,5.833333333333,100.000000000000,25.000000000000,40.583333333333
2024,020017,ALASKA REGIONAL HOSPITAL,2801 DEBARR ROAD,ANCHORAGE,AK,99508,ANCHORAGE,15.000000000000,3.750000000000,13.000000000000,3.250000000000,60.000000000000,15.000000000000,50.000000000000,12.500000000000,34.500000000000
2024,020024,CENTRAL PENINSULA GENERAL HOSPITAL,250 HOSPITAL PLACE,SOLDOTNA,AK,99669,KENAI PENINSULA,0.000000000000,0.000000000000,21.000000000000,5.250000000000,10.000000000000,2.500000000000,100.000000000000,25.000000000000,32.750000000000
2024,020026,ALASKA NATIVE MEDICAL CENTER,4315 DIPLOMACY DR,ANCHORAGE,AK,99508,ANCHORAGE,24.000000000000,6.000000000000,9.000000000000,2.250000000000,42.000000000000,10.500000000000,70.000000000000,17.500000000000,36.250000000000
2024,030002,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,1111 EAST MCDOWELL ROAD,PHOENIX,AZ,85006,MARICOPA,32.000000000000,8.000000000000,11.000000000000,2.750000000000,18.000000000000,4.500000000000,0.000000000000,0.000000000000,15.250000000000
2024,030006,TUCSON MEDICAL CENTER,5301 EAST GRANT ROAD,TUCSON,AZ,85712,PIMA,26.666666666667,6.666666666667,4.000000000000,1.000000000000,4.000000000000,1.000000000000,0.000000000000,0.000000000000,8.666666666667
2024,030007,VERDE VALLEY MEDICAL CENTER,269 SOUTH CANDY LANE,COTTONWOOD,AZ,86326,YAVAPAI,25.000000000000,6.250000000000,13.000000000000,3.250000000000,76.666666666667,19.166666666667,20.000000000000,5.000000000000,33.666666666667
2024,030010,ST. MARY'S HOSPITAL,1601 WEST ST MARY'S ROAD,TUCSON,AZ,85745,PIMA,18.000000000000,4.500000000000,8.000000000000,2.000000000000,46.000000000000,11.500000000000,0.000000000000,0.000000000000,18.000000000000
2024,030011,ST JOSEPH'S HOSPITAL,350 NORTH WILMOT ROAD,TUCSON,AZ,85711,PIMA,14.000000000000,3.500000000000,6.000000000000,1.500000000000,56.000000000000,14.000000000000,10.000000000000,2.500000000000,21.500000000000
2024,030012,YAVAPAI REGIONAL MEDICAL CENTER,1003 WILLOW CREEK ROAD,PRESCOTT,AZ,86301,YAVAPAI,16.666666666667,4.166666666667,5.000000000000,1.250000000000,44.000000000000,11.000000000000,0.000000000000,0.000000000000,16.416666666667
2024,030013,YUMA REGIONAL MEDICAL CENTER,2400 SOUTH AVENUE A,YUMA,AZ,85364,YUMA,23.333333333333,5.833333333333,11.000000000000,2.750000000000,16.000000000000,4.000000000000,0.000000000000,0.000000000000,12.583333333333
2024,030014,JOHN C. LINCOLN NORTH MOUNTAIN HOSPITAL,250 EAST DUNLAP AVENUE,PHOENIX,AZ,85020,MARICOPA,18.000000000000,4.500000000000,10.000000000000,2.500000000000,24.000000000000,6.000000000000,0.000000000000,0.000000000000,13.000000000000
2024,030016,BANNER CASA GRANDE MEDICAL CENTER,1800 EAST FLORENCE BOULEVARD,CASA GRANDE,AZ,85122,PINAL,7.500000000000,1.875000000000,9.000000000000,2.250000000000,56.000000000000,14.000000000000,30.000000000000,7.500000000000,25.625000000000
2024,030022,VALLEYWISE HEALTH MEDICAL CENTER,2601 EAST ROOSEVELT STREET,PHOENIX,AZ,85008,MARICOPA,Not Available,Not Available,6.000000000000,2.000000000000,38.000000000000,12.666666666667,0.000000000000,0.000000000000,14.666666666667
2024,030023,FLAGSTAFF MEDICAL CENTER,1200 NORTH BEAVER STREET,FLAGSTAFF,AZ,86001,COCONINO,1.666666666667,0.416666666667,14.000000000000,3.500000000000,78.000000000000,19.500000000000,0.000000000000,0.000000000000,23.416666666667
2024,030024,ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER,350 WEST THOMAS ROAD,PHOENIX,AZ,85013,MARICOPA,20.000000000000,5.000000000000,21.000000000000,5.250000000000,34.000000000000,8.500000000000,0.000000000000,0.000000000000,18.750000000000
2024,030030,ABRAZO CENTRAL CAMPUS,2000 WEST BETHANY HOME ROAD,PHOENIX,AZ,85015,MARICOPA,20.000000000000,5.000000000000,0.000000000000,0.000000000000,24.000000000000,6.000000000000,0.000000000000,0.000000000000,11.000000000000
2024,030036,CHANDLER REGIONAL MEDICAL CENTER,1955 WEST FRYE ROAD,CHANDLER,AZ,85224,MARICOPA,8.333333333333,2.083333333333,14.000000000000,3.500000000000,6.000000000000,1.500000000000,0.000000000000,0.000000000000,7.083333333333
2024,030037,TEMPE ST LUKES HOSPITAL,1500 S MILL AVE,TEMPE,AZ,85282,MARICOPA,Not Available,Not Available,6.000000000000,2.000000000000,30.000000000000,10.000000000000,20.000000000000,6.666666666667,18.666666666667
2024,030038,HONORHEALTH SCOTTSDALE OSBORN MEDICAL CENTER,7400 EAST OSBORN ROAD,SCOTTSDALE,AZ,85251,MARICOPA,4.000000000000,1.000000000000,16.000000000000,4.000000000000,22.000000000000,5.500000000000,10.000000000000,2.500000000000,13.000000000000
2024,030043,CANYON VISTA MEDICAL CENTER,5700 EAST HIGHWAY 90,SIERRA VISTA,AZ,85635,COCHISE,38.000000000000,9.500000000000,5.000000000000,1.250000000000,3.333333333333,0.833333333333,10.000000000000,2.500000000000,14.083333333333
2024,030055,KINGMAN REGIONAL MEDICAL CENTER,3269 STOCKTON HILL ROAD,KINGMAN,AZ,86401,MOHAVE,38.000000000000,9.500000000000,10.000000000000,2.500000000000,40.000000000000,10.000000000000,70.000000000000,17.500000000000,39.500000000000
2024,030061,BANNER BOSWELL MEDICAL CENTER,10401 WEST THUNDERBIRD BOULEVARD,SUN CITY,AZ,85351,MARICOPA,28.333333333333,7.083333333333,0.000000000000,0.000000000000,2.000000000000,0.500000000000,30.000000000000,7.500000000000,15.083333333333
2024,030062,SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,2200 EAST SHOW LOW LAKE ROAD,SHOW LOW,AZ,85901,NAVAJO,24.000000000000,6.000000000000,9.000000000000,2.250000000000,35.000000000000,8.750000000000,80.000000000000,20.000000000000,37.000000000000
2024,030064,BANNER - UNIVERSITY MEDICAL CENTER TUCSON CAMPUS,1625 NORTH CAMPBELL AVENUE,TUCSON,AZ,85719,PIMA,34.000000000000,8.500000000000,9.000000000000,2.250000000000,12.000000000000,3.000000000000,0.000000000000,0.000000000000,13.750000000000
2024,030065,BANNER DESERT MEDICAL CENTER,1400 SOUTH  DOBSON ROAD,MESA,AZ,85202,MARICOPA,24.000000000000,6.000000000000,4.000000000000,1.000000000000,24.000000000000,6.000000000000,0.000000000000,0.000000000000,13.000000000000
2024,030069,HAVASU REGIONAL MEDICAL CENTER,101 CIVIC CENTER LANE,LAKE HAVASU CITY,AZ,86403,MOHAVE,15.000000000000,3.750000000000,3.000000000000,0.750000000000,50.000000000000,12.500000000000,60.000000000000,15.000000000000,32.000000000000
2024,030083,ABRAZO SCOTTSDALE CAMPUS,3929 EAST BELL ROAD,PHOENIX,AZ,85032,MARICOPA,2.500000000000,0.625000000000,9.000000000000,2.250000000000,33.333333333333,8.333333333333,10.000000000000,2.500000000000,13.708333333333
2024,030085,NORTHWEST MEDICAL CENTER,6200 NORTH LA CHOLLA BOULEVARD,TUCSON,AZ,85741,PIMA,30.000000000000,7.500000000000,3.000000000000,0.750000000000,34.000000000000,8.500000000000,0.000000000000,0.000000000000,16.750000000000
2024,030087,HONORHEALTH SCOTTSDALE SHEA MEDICAL CENTER,9003 EAST SHEA BOULEVARD,SCOTTSDALE,AZ,85260,MARICOPA,25.000000000000,6.250000000000,8.000000000000,2.000000000000,20.000000000000,5.000000000000,0.000000000000,0.000000000000,13.250000000000
2024,030088,BANNER BAYWOOD MEDICAL CENTER,6644 EAST BAYWOOD AVENUE,MESA,AZ,85206,MARICOPA,12.500000000000,3.125000000000,2.000000000000,0.500000000000,10.000000000000,2.500000000000,10.000000000000,2.500000000000,8.625000000000
2024,030089,BANNER THUNDERBIRD MEDICAL CENTER,5555 WEST THUNDERBIRD ROAD,GLENDALE,AZ,85306,MARICOPA,26.000000000000,6.500000000000,6.000000000000,1.500000000000,24.000000000000,6.000000000000,0.000000000000,0.000000000000,14.000000000000
2024,030092,HONORHEALTH DEER VALLEY MEDICAL CENTER,19829 NORTH 27TH AVENUE,PHOENIX,AZ,85027,MARICOPA,13.333333333333,3.333333333333,7.000000000000,1.750000000000,26.000000000000,6.500000000000,10.000000000000,2.500000000000,14.083333333333
2024,030093,BANNER DEL E. WEBB MEDICAL CENTER,14502 WEST MEEKER BOULEVARD,SUN CITY WEST,AZ,85375,MARICOPA,34.000000000000,8.500000000000,4.000000000000,1.000000000000,12.000000000000,3.000000000000,30.000000000000,7.500000000000,20.000000000000
2024,030094,ABRAZO ARROWHEAD HOSPITAL,18701 NORTH 67TH AVENUE,GLENDALE,AZ,85308,MARICOPA,3.333333333333,0.833333333333,7.000000000000,1.750000000000,70.000000000000,17.500000000000,20.000000000000,5.000000000000,25.083333333333
2024,030101,WESTERN ARIZONA REGIONAL MEDICAL CENTER,2735 SILVER CREEK ROAD,BULLHEAD CITY,AZ,86442,MOHAVE,2.500000000000,0.625000000000,4.000000000000,1.000000000000,2.000000000000,0.500000000000,70.000000000000,17.500000000000,19.625000000000
2024,030103,MAYO CLINIC HOSPITAL,5777 EAST MAYO BOULEVARD,PHOENIX,AZ,85054,MARICOPA,71.666666666667,17.916666666667,83.000000000000,20.750000000000,24.000000000000,6.000000000000,10.000000000000,2.500000000000,47.166666666667
2024,030105,BANNER HEART HOSPITAL,6750 EAST BAYWOOD AVENUE,MESA,AZ,85206,MARICOPA,40.000000000000,10.000000000000,8.000000000000,2.000000000000,66.666666666667,16.666666666667,0.000000000000,0.000000000000,28.666666666667
2024,030110,ABRAZO WEST CAMPUS,13677 WEST MCDOWELL ROAD,GOODYEAR,AZ,85395,MARICOPA,12.000000000000,3.000000000000,3.000000000000,0.750000000000,58.000000000000,14.500000000000,10.000000000000,2.500000000000,20.750000000000
2024,030111,BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS,2800 EAST AJO WAY,TUCSON,AZ,85713,PIMA,33.333333333333,8.333333333333,3.000000000000,0.750000000000,42.500000000000,10.625000000000,30.000000000000,7.500000000000,27.208333333333
2024,030114,ORO VALLEY HOSPITAL,1551 EAST TANGERINE ROAD,ORO VALLEY,AZ,85755,PIMA,0.000000000000,0.000000000000,7.000000000000,1.750000000000,40.000000000000,10.000000000000,10.000000000000,2.500000000000,14.250000000000
2024,030115,BANNER ESTRELLA MEDICAL CENTER,9201 WEST THOMAS ROAD,PHOENIX,AZ,85037,MARICOPA,15.000000000000,3.750000000000,10.000000000000,2.500000000000,16.000000000000,4.000000000000,20.000000000000,5.000000000000,15.250000000000
2024,030117,VALLEY VIEW MEDICAL CENTER,5330 SOUTH HIGHWAY 95,FORT MOHAVE,AZ,86426,MOHAVE,0.000000000000,0.000000000000,8.000000000000,2.666666666667,Not Available,Not Available,100.000000000000,33.333333333333,36.000000000000
2024,030119,MERCY GILBERT MEDICAL CENTER,3555 SOUTH VAL VISTA DRIVE,GILBERT,AZ,85297,MARICOPA,16.000000000000,4.000000000000,15.000000000000,3.750000000000,26.000000000000,6.500000000000,0.000000000000,0.000000000000,14.250000000000
2024,030121,"MOUNTAIN VISTA MEDICAL CENTER, LP",1301 SOUTH CRISMON ROAD,MESA,AZ,85209,MARICOPA,15.000000000000,3.750000000000,6.000000000000,1.500000000000,28.000000000000,7.000000000000,30.000000000000,7.500000000000,19.750000000000
2024,030122,BANNER GATEWAY MEDICAL CENTER,1900 NORTH HIGLEY ROAD,GILBERT,AZ,85234,MARICOPA,6.666666666667,1.666666666667,12.000000000000,3.000000000000,27.500000000000,6.875000000000,0.000000000000,0.000000000000,11.541666666667
2024,030123,HONORHEALTH SCOTTSDALE THOMPSON PEAK MED CTR,7400 EAST THOMPSON PEAK PARKWAY,SCOTTSDALE,AZ,85255,MARICOPA,46.000000000000,11.500000000000,27.000000000000,6.750000000000,22.000000000000,5.500000000000,40.000000000000,10.000000000000,33.750000000000
2024,030130,BANNER IRONWOOD MEDICAL CENTER,37000 NORTH GANTZEL ROAD,QUEEN CREEK,AZ,85140,PINAL,0.000000000000,0.000000000000,9.000000000000,2.250000000000,45.000000000000,11.250000000000,40.000000000000,10.000000000000,23.500000000000
2024,030138,WESTERN REGIONAL MEDICAL CENTER,14200 WEST CELEBRATE LIFE WAY,GOODYEAR,AZ,85338,MARICOPA,Not Available,Not Available,81.000000000000,27.000000000000,25.000000000000,8.333333333333,0.000000000000,0.000000000000,35.333333333333
2024,030139,DIGNITY HEALTH ARIZONA GENERAL HOSPITAL,9130 EAST ELLIOT ROAD,MESA,AZ,85212,MARICOPA,5.000000000000,1.666666666667,13.000000000000,4.333333333333,Not Available,Not Available,60.000000000000,20.000000000000,26.000000000000
