"State","Condition","Measure ID","Measure Name","Score","Footnote","Start Date","End Date"
AK,Heart Attack or Chest Pain,OP_2,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,57,26,01/01/2022,12/31/2022
AK,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,2,"25, 26",01/01/2021,12/31/2021
AK,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,61,25,01/01/2022,12/31/2022
AK,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,83,"25, 26",01/01/2021,12/31/2021
AK,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,Not Available,5,01/01/2021,12/31/2021
AK,Heart Attack or Chest Pain,OP_3b,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,404,26,01/01/2022,12/31/2022
AK,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,56,"25, 26",01/01/2022,12/31/2022
AK,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,64,"25, 26",01/01/2022,12/31/2022
AK,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,84,"25, 26",01/01/2022,12/31/2022
AK,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,78,"25, 26",01/01/2022,12/31/2022
AK,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,89,"25, 26",01/01/2022,12/31/2022
AL,Healthcare Personnel Vaccination,HCP_COVID_19,Percentage of healthcare personnel who completed COVID-19 primary vaccination series,85.1,,10/01/2022,12/31/2022
AL,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,77,,10/01/2022,03/31/2023
AL,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,145,"25, 26",01/01/2022,12/31/2022
AL,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),167,"25, 26",01/01/2022,12/31/2022
AL,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),123,"25, 26",01/01/2022,12/31/2022
AL,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),172,"25, 26",01/01/2022,12/31/2022
AL,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),192,"25, 26",01/01/2022,12/31/2022
AL,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,224,25,01/01/2022,12/31/2022
AL,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),250,25,01/01/2022,12/31/2022
AL,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),186,25,01/01/2022,12/31/2022
AL,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),257,25,01/01/2022,12/31/2022
AL,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),324,25,01/01/2022,12/31/2022
AL,Heart Attack or Chest Pain,OP_2,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,49,26,01/01/2022,12/31/2022
AL,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,3,"25, 26",01/01/2021,12/31/2021
AL,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,62,25,01/01/2022,12/31/2022
AL,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,88,"25, 26",01/01/2021,12/31/2021
AL,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,100,,01/01/2021,12/31/2021
AL,Heart Attack or Chest Pain,OP_3b,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,67,26,01/01/2022,12/31/2022
AL,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,57,"25, 26",01/01/2022,12/31/2022
AL,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,67,"25, 26",01/01/2022,12/31/2022
AL,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,83,"25, 26",01/01/2022,12/31/2022
AL,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,77,"25, 26",01/01/2022,12/31/2022
AL,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,90,"25, 26",01/01/2022,12/31/2022
AR,Healthcare Personnel Vaccination,HCP_COVID_19,Percentage of healthcare personnel who completed COVID-19 primary vaccination series,87.9,,10/01/2022,12/31/2022
AR,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,84,,10/01/2022,03/31/2023
AR,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,133,"25, 26",01/01/2022,12/31/2022
AR,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),193,"25, 26",01/01/2022,12/31/2022
AR,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),115,"25, 26",01/01/2022,12/31/2022
AR,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),147,"25, 26",01/01/2022,12/31/2022
AR,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),170,"25, 26",01/01/2022,12/31/2022
AR,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,211,25,01/01/2022,12/31/2022
AR,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),270,25,01/01/2022,12/31/2022
AR,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),180,25,01/01/2022,12/31/2022
AR,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),234,25,01/01/2022,12/31/2022
AR,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),182,25,01/01/2022,12/31/2022
AR,Heart Attack or Chest Pain,OP_2,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,53,26,01/01/2022,12/31/2022
AR,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,3,"25, 26",01/01/2021,12/31/2021
AR,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,71,25,01/01/2022,12/31/2022
AR,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,88,"25, 26",01/01/2021,12/31/2021
AR,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,Not Available,5,01/01/2021,12/31/2021
AR,Heart Attack or Chest Pain,OP_3b,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,58,26,01/01/2022,12/31/2022
AR,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,61,"25, 26",01/01/2022,12/31/2022
AR,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,74,"25, 26",01/01/2022,12/31/2022
AR,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,88,"25, 26",01/01/2022,12/31/2022
AR,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,79,"25, 26",01/01/2022,12/31/2022
AR,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,87,"25, 26",01/01/2022,12/31/2022
AS,Healthcare Personnel Vaccination,HCP_COVID_19,Percentage of healthcare personnel who completed COVID-19 primary vaccination series,Not Available,5,10/01/2022,12/31/2022
AS,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,Not Available,5,10/01/2022,03/31/2023
AS,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,Not Available,5,01/01/2022,12/31/2022
AS,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),Not Available,5,01/01/2022,12/31/2022
AS,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),Not Available,5,01/01/2022,12/31/2022
AS,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),Not Available,5,01/01/2022,12/31/2022
AS,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),Not Available,5,01/01/2022,12/31/2022
AS,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,Not Available,5,01/01/2022,12/31/2022
AS,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),Not Available,5,01/01/2022,12/31/2022
AS,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),Not Available,5,01/01/2022,12/31/2022
AS,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),Not Available,5,01/01/2022,12/31/2022
AS,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),Not Available,5,01/01/2022,12/31/2022
AS,Heart Attack or Chest Pain,OP_2,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,Not Available,5,01/01/2022,12/31/2022
AS,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,Not Available,5,01/01/2021,12/31/2021
AS,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,Not Available,5,01/01/2022,12/31/2022
AS,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,Not Available,5,01/01/2021,12/31/2021
AS,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,Not Available,5,01/01/2021,12/31/2021
AS,Heart Attack or Chest Pain,OP_3b,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,Not Available,5,01/01/2022,12/31/2022
AS,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,Not Available,5,01/01/2022,12/31/2022
AS,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,Not Available,5,01/01/2022,12/31/2022
AS,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,Not Available,5,01/01/2022,12/31/2022
AS,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,Not Available,5,01/01/2022,12/31/2022
AS,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,Not Available,5,01/01/2022,12/31/2022
AZ,Healthcare Personnel Vaccination,HCP_COVID_19,Percentage of healthcare personnel who completed COVID-19 primary vaccination series,89.2,,10/01/2022,12/31/2022
AZ,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,86,,10/01/2022,03/31/2023
AZ,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,191,"25, 26",01/01/2022,12/31/2022
AZ,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),229,"25, 26",01/01/2022,12/31/2022
AZ,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),143,"25, 26",01/01/2022,12/31/2022
AZ,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),188,"25, 26",01/01/2022,12/31/2022
AZ,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),200,"25, 26",01/01/2022,12/31/2022
AZ,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,322,25,01/01/2022,12/31/2022
AZ,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),307,25,01/01/2022,12/31/2022
AZ,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),248,25,01/01/2022,12/31/2022
AZ,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),324,25,01/01/2022,12/31/2022
AZ,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),336,25,01/01/2022,12/31/2022
AZ,Heart Attack or Chest Pain,OP_2,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,48,26,01/01/2022,12/31/2022
AZ,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,4,"25, 26",01/01/2021,12/31/2021
AZ,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,68,25,01/01/2022,12/31/2022
AZ,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,92,"25, 26",01/01/2021,12/31/2021
AZ,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,Not Available,5,01/01/2021,12/31/2021
AZ,Heart Attack or Chest Pain,OP_3b,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,74,26,01/01/2022,12/31/2022
AZ,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,52,"25, 26",01/01/2022,12/31/2022
AZ,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,59,"25, 26",01/01/2022,12/31/2022
AZ,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,85,"25, 26",01/01/2022,12/31/2022
AZ,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,74,"25, 26",01/01/2022,12/31/2022
AZ,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,85,"25, 26",01/01/2022,12/31/2022
CA,Healthcare Personnel Vaccination,HCP_COVID_19,Percentage of healthcare personnel who completed COVID-19 primary vaccination series,93,,10/01/2022,12/31/2022
CA,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,73,,10/01/2022,03/31/2023
CA,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,179,"25, 26",01/01/2022,12/31/2022
CA,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),197,"25, 26",01/01/2022,12/31/2022
CA,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),153,"25, 26",01/01/2022,12/31/2022
CA,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),177,"25, 26",01/01/2022,12/31/2022
CA,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),211,"25, 26",01/01/2022,12/31/2022
CA,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,277,25,01/01/2022,12/31/2022
CA,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),310,25,01/01/2022,12/31/2022
CA,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),254,25,01/01/2022,12/31/2022
CA,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),264,25,01/01/2022,12/31/2022
CA,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),312,25,01/01/2022,12/31/2022
CA,Heart Attack or Chest Pain,OP_2,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,48,26,01/01/2022,12/31/2022
CA,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,2,"25, 26",01/01/2021,12/31/2021
CA,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,73,25,01/01/2022,12/31/2022
CA,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,90,"25, 26",01/01/2021,12/31/2021
CA,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,100,,01/01/2021,12/31/2021
CA,Heart Attack or Chest Pain,OP_3b,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,71,26,01/01/2022,12/31/2022
CA,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,65,"25, 26",01/01/2022,12/31/2022
CA,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,73,"25, 26",01/01/2022,12/31/2022
CA,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,86,"25, 26",01/01/2022,12/31/2022
CA,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,82,"25, 26",01/01/2022,12/31/2022
CA,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,92,"25, 26",01/01/2022,12/31/2022
CO,Healthcare Personnel Vaccination,HCP_COVID_19,Percentage of healthcare personnel who completed COVID-19 primary vaccination series,95.7,,10/01/2022,12/31/2022
CO,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,93,,10/01/2022,03/31/2023
CO,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,140,"25, 26",01/01/2022,12/31/2022
CO,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),177,"25, 26",01/01/2022,12/31/2022
CO,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),126,"25, 26",01/01/2022,12/31/2022
CO,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),162,"25, 26",01/01/2022,12/31/2022
CO,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),173,"25, 26",01/01/2022,12/31/2022
CO,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,252,25,01/01/2022,12/31/2022
CO,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),291,25,01/01/2022,12/31/2022
CO,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),221,25,01/01/2022,12/31/2022
CO,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),285,25,01/01/2022,12/31/2022
CO,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),338,25,01/01/2022,12/31/2022
CO,Heart Attack or Chest Pain,OP_2,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,46,26,01/01/2022,12/31/2022
CO,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,2,"25, 26",01/01/2021,12/31/2021
CO,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,67,25,01/01/2022,12/31/2022
CO,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,96,"25, 26",01/01/2021,12/31/2021
CO,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,Not Available,5,01/01/2021,12/31/2021
CO,Heart Attack or Chest Pain,OP_3b,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,54,26,01/01/2022,12/31/2022
CO,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,72,"25, 26",01/01/2022,12/31/2022
CO,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,79,"25, 26",01/01/2022,12/31/2022
CO,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,90,"25, 26",01/01/2022,12/31/2022
CO,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,86,"25, 26",01/01/2022,12/31/2022
CO,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,94,"25, 26",01/01/2022,12/31/2022
CT,Healthcare Personnel Vaccination,HCP_COVID_19,Percentage of healthcare personnel who completed COVID-19 primary vaccination series,96.7,,10/01/2022,12/31/2022
CT,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,77,,10/01/2022,03/31/2023
CT,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,185,"25, 26",01/01/2022,12/31/2022
CT,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),212,"25, 26",01/01/2022,12/31/2022
CT,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),155,"25, 26",01/01/2022,12/31/2022
CT,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),186,"25, 26",01/01/2022,12/31/2022
CT,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),176,"25, 26",01/01/2022,12/31/2022
CT,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,256,25,01/01/2022,12/31/2022
CT,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),353,25,01/01/2022,12/31/2022
CT,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),354,25,01/01/2022,12/31/2022
CT,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),212,25,01/01/2022,12/31/2022
CT,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),266,25,01/01/2022,12/31/2022
CT,Heart Attack or Chest Pain,OP_2,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,62,26,01/01/2022,12/31/2022
