"State","Measure ID","Measure Name","Score","Footnote","Start Date","End Date"
AL,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.879,,04/01/2022,03/31/2023
AL,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.101,,04/01/2022,03/31/2023
AL,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.985,,04/01/2022,03/31/2023
AL,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.527,,04/01/2022,03/31/2023
AL,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.659,,04/01/2022,03/31/2023
AL,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.590,,04/01/2022,03/31/2023
AL,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.558,,04/01/2022,03/31/2023
AL,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.805,,04/01/2022,03/31/2023
AL,HAI_3_SIR,SSI - Colon Surgery,0.673,,04/01/2022,03/31/2023
AL,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.601,,04/01/2022,03/31/2023
AL,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.060,,04/01/2022,03/31/2023
AL,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.806,,04/01/2022,03/31/2023
AL,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.943,,04/01/2022,03/31/2023
AL,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.223,,04/01/2022,03/31/2023
AL,HAI_5_SIR,MRSA Bacteremia,1.077,,04/01/2022,03/31/2023
AL,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.453,,04/01/2022,03/31/2023
AL,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.522,,04/01/2022,03/31/2023
AL,HAI_6_SIR,Clostridium Difficile (C.Diff),0.487,,04/01/2022,03/31/2023
AR,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.676,,04/01/2022,03/31/2023
AR,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.927,,04/01/2022,03/31/2023
AR,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.794,,04/01/2022,03/31/2023
AR,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.378,,04/01/2022,03/31/2023
AR,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.541,,04/01/2022,03/31/2023
AR,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.454,,04/01/2022,03/31/2023
AR,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.710,,04/01/2022,03/31/2023
AR,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.093,,04/01/2022,03/31/2023
AR,HAI_3_SIR,SSI - Colon Surgery,0.886,,04/01/2022,03/31/2023
AR,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.368,,04/01/2022,03/31/2023
AR,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.020,,04/01/2022,03/31/2023
AR,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.633,,04/01/2022,03/31/2023
AR,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.817,,04/01/2022,03/31/2023
AR,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.194,,04/01/2022,03/31/2023
AR,HAI_5_SIR,MRSA Bacteremia,0.992,,04/01/2022,03/31/2023
AR,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.358,,04/01/2022,03/31/2023
AR,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.451,,04/01/2022,03/31/2023
AR,HAI_6_SIR,Clostridium Difficile (C.Diff),0.402,,04/01/2022,03/31/2023
AS,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,Not Available,5,04/01/2022,03/31/2023
AS,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,Not Available,5,04/01/2022,03/31/2023
AS,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),Not Available,5,04/01/2022,03/31/2023
AS,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,Not Available,5,04/01/2022,03/31/2023
AS,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,Not Available,5,04/01/2022,03/31/2023
AS,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),Not Available,5,04/01/2022,03/31/2023
AS,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,Not Available,5,04/01/2022,03/31/2023
AS,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,Not Available,5,04/01/2022,03/31/2023
AS,HAI_3_SIR,SSI - Colon Surgery,Not Available,5,04/01/2022,03/31/2023
AS,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,Not Available,5,04/01/2022,03/31/2023
AS,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,Not Available,5,04/01/2022,03/31/2023
AS,HAI_4_SIR,SSI - Abdominal Hysterectomy,Not Available,5,04/01/2022,03/31/2023
AS,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,Not Available,5,04/01/2022,03/31/2023
AS,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,Not Available,5,04/01/2022,03/31/2023
AS,HAI_5_SIR,MRSA Bacteremia,Not Available,5,04/01/2022,03/31/2023
AS,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,Not Available,5,04/01/2022,03/31/2023
AS,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,Not Available,5,04/01/2022,03/31/2023
AS,HAI_6_SIR,Clostridium Difficile (C.Diff),Not Available,5,04/01/2022,03/31/2023
AZ,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.588,,04/01/2022,03/31/2023
AZ,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.753,,04/01/2022,03/31/2023
AZ,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.667,,04/01/2022,03/31/2023
AZ,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.363,,04/01/2022,03/31/2023
AZ,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.485,,04/01/2022,03/31/2023
AZ,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.421,,04/01/2022,03/31/2023
AZ,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.659,,04/01/2022,03/31/2023
AZ,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.907,,04/01/2022,03/31/2023
AZ,HAI_3_SIR,SSI - Colon Surgery,0.775,,04/01/2022,03/31/2023
AZ,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.504,,04/01/2022,03/31/2023
AZ,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.000,,04/01/2022,03/31/2023
AZ,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.721,,04/01/2022,03/31/2023
AZ,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.721,,04/01/2022,03/31/2023
AZ,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.983,,04/01/2022,03/31/2023
AZ,HAI_5_SIR,MRSA Bacteremia,0.844,,04/01/2022,03/31/2023
AZ,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.479,,04/01/2022,03/31/2023
AZ,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.548,,04/01/2022,03/31/2023
AZ,HAI_6_SIR,Clostridium Difficile (C.Diff),0.513,,04/01/2022,03/31/2023
CA,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.763,,04/01/2022,03/31/2023
CA,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.847,,04/01/2022,03/31/2023
CA,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.804,,04/01/2022,03/31/2023
CA,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.691,,04/01/2022,03/31/2023
CA,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.766,,04/01/2022,03/31/2023
CA,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.728,,04/01/2022,03/31/2023
CA,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.830,,04/01/2022,03/31/2023
CA,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.961,,04/01/2022,03/31/2023
CA,HAI_3_SIR,SSI - Colon Surgery,0.894,,04/01/2022,03/31/2023
CA,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.566,,04/01/2022,03/31/2023
CA,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,0.825,,04/01/2022,03/31/2023
CA,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.686,,04/01/2022,03/31/2023
CA,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.753,,04/01/2022,03/31/2023
CA,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.870,,04/01/2022,03/31/2023
CA,HAI_5_SIR,MRSA Bacteremia,0.810,,04/01/2022,03/31/2023
CA,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.487,,04/01/2022,03/31/2023
CA,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.518,,04/01/2022,03/31/2023
CA,HAI_6_SIR,Clostridium Difficile (C.Diff),0.502,,04/01/2022,03/31/2023
CO,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.492,,04/01/2022,03/31/2023
CO,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.686,,04/01/2022,03/31/2023
CO,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.583,,04/01/2022,03/31/2023
CO,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.416,,04/01/2022,03/31/2023
CO,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.581,,04/01/2022,03/31/2023
CO,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.494,,04/01/2022,03/31/2023
CO,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.796,,04/01/2022,03/31/2023
CO,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.106,,04/01/2022,03/31/2023
CO,HAI_3_SIR,SSI - Colon Surgery,0.942,,04/01/2022,03/31/2023
CO,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.828,,04/01/2022,03/31/2023
CO,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.519,,04/01/2022,03/31/2023
CO,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.135,,04/01/2022,03/31/2023
CO,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.506,,04/01/2022,03/31/2023
CO,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.769,,04/01/2022,03/31/2023
CO,HAI_5_SIR,MRSA Bacteremia,0.627,,04/01/2022,03/31/2023
CO,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.386,,04/01/2022,03/31/2023
CO,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.462,,04/01/2022,03/31/2023
CO,HAI_6_SIR,Clostridium Difficile (C.Diff),0.422,,04/01/2022,03/31/2023
CT,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.627,,04/01/2022,03/31/2023
CT,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.870,,04/01/2022,03/31/2023
CT,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.741,,04/01/2022,03/31/2023
CT,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.329,,04/01/2022,03/31/2023
CT,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.496,,04/01/2022,03/31/2023
CT,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.406,,04/01/2022,03/31/2023
CT,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.631,,04/01/2022,03/31/2023
CT,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.990,,04/01/2022,03/31/2023
CT,HAI_3_SIR,SSI - Colon Surgery,0.795,,04/01/2022,03/31/2023
CT,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.339,,04/01/2022,03/31/2023
CT,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,0.974,,04/01/2022,03/31/2023
CT,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.595,,04/01/2022,03/31/2023
CT,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.623,,04/01/2022,03/31/2023
CT,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.959,,04/01/2022,03/31/2023
CT,HAI_5_SIR,MRSA Bacteremia,0.778,,04/01/2022,03/31/2023
CT,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.524,,04/01/2022,03/31/2023
CT,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.624,,04/01/2022,03/31/2023
CT,HAI_6_SIR,Clostridium Difficile (C.Diff),0.572,,04/01/2022,03/31/2023
DC,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.738,,04/01/2022,03/31/2023
DC,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.149,,04/01/2022,03/31/2023
DC,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.926,,04/01/2022,03/31/2023
DC,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.361,,04/01/2022,03/31/2023
DC,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.632,,04/01/2022,03/31/2023
DC,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.482,,04/01/2022,03/31/2023
DC,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.632,,04/01/2022,03/31/2023
DC,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.349,,04/01/2022,03/31/2023
DC,HAI_3_SIR,SSI - Colon Surgery,0.940,,04/01/2022,03/31/2023
DC,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.554,,04/01/2022,03/31/2023
DC,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,2.266,,04/01/2022,03/31/2023
DC,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.193,,04/01/2022,03/31/2023
DC,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.399,,04/01/2022,03/31/2023
DC,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.799,,04/01/2022,03/31/2023
DC,HAI_5_SIR,MRSA Bacteremia,0.573,,04/01/2022,03/31/2023
DC,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.339,,04/01/2022,03/31/2023
DC,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.459,,04/01/2022,03/31/2023
DC,HAI_6_SIR,Clostridium Difficile (C.Diff),0.396,,04/01/2022,03/31/2023
DE,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.468,,04/01/2022,03/31/2023
DE,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.878,,04/01/2022,03/31/2023
DE,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.649,,04/01/2022,03/31/2023
DE,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.389,,04/01/2022,03/31/2023
DE,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.797,,04/01/2022,03/31/2023
DE,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.566,,04/01/2022,03/31/2023
DE,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.374,,04/01/2022,03/31/2023
DE,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.949,,04/01/2022,03/31/2023
DE,HAI_3_SIR,SSI - Colon Surgery,0.612,,04/01/2022,03/31/2023
DE,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.204,,04/01/2022,03/31/2023
DE,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,2.185,,04/01/2022,03/31/2023
DE,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.803,,04/01/2022,03/31/2023
DE,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.673,,04/01/2022,03/31/2023
DE,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.264,,04/01/2022,03/31/2023
DE,HAI_5_SIR,MRSA Bacteremia,0.934,,04/01/2022,03/31/2023
DE,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.306,,04/01/2022,03/31/2023
DE,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.454,,04/01/2022,03/31/2023
DE,HAI_6_SIR,Clostridium Difficile (C.Diff),0.374,,04/01/2022,03/31/2023
FL,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.602,,04/01/2022,03/31/2023
FL,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.692,,04/01/2022,03/31/2023
FL,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.646,,04/01/2022,03/31/2023
FL,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.407,,04/01/2022,03/31/2023
FL,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.477,,04/01/2022,03/31/2023
FL,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.441,,04/01/2022,03/31/2023
FL,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.679,,04/01/2022,03/31/2023
FL,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.811,,04/01/2022,03/31/2023
FL,HAI_3_SIR,SSI - Colon Surgery,0.743,,04/01/2022,03/31/2023
FL,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.733,,04/01/2022,03/31/2023
FL,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.027,,04/01/2022,03/31/2023
FL,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.871,,04/01/2022,03/31/2023
FL,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.782,,04/01/2022,03/31/2023
FL,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.906,,04/01/2022,03/31/2023
FL,HAI_5_SIR,MRSA Bacteremia,0.842,,04/01/2022,03/31/2023
FL,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.310,,04/01/2022,03/31/2023
FL,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.336,,04/01/2022,03/31/2023
FL,HAI_6_SIR,Clostridium Difficile (C.Diff),0.322,,04/01/2022,03/31/2023
GA,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.721,,04/01/2022,03/31/2023
GA,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.858,,04/01/2022,03/31/2023
GA,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.787,,04/01/2022,03/31/2023
GA,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.546,,04/01/2022,03/31/2023
GA,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.660,,04/01/2022,03/31/2023
GA,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.601,,04/01/2022,03/31/2023
GA,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.797,,04/01/2022,03/31/2023
GA,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.013,,04/01/2022,03/31/2023
GA,HAI_3_SIR,SSI - Colon Surgery,0.900,,04/01/2022,03/31/2023
GA,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,1.032,,04/01/2022,03/31/2023
GA,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.463,,04/01/2022,03/31/2023
GA,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.233,,04/01/2022,03/31/2023
GA,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.830,,04/01/2022,03/31/2023
GA,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.028,,04/01/2022,03/31/2023
GA,HAI_5_SIR,MRSA Bacteremia,0.925,,04/01/2022,03/31/2023
GA,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.424,,04/01/2022,03/31/2023
GA,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.474,,04/01/2022,03/31/2023
GA,HAI_6_SIR,Clostridium Difficile (C.Diff),0.449,,04/01/2022,03/31/2023
GU,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,Not Available,5,04/01/2022,03/31/2023
GU,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,Not Available,5,04/01/2022,03/31/2023
GU,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),Not Available,5,04/01/2022,03/31/2023
GU,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,Not Available,5,04/01/2022,03/31/2023
GU,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,Not Available,5,04/01/2022,03/31/2023
GU,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),Not Available,5,04/01/2022,03/31/2023
GU,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,Not Available,5,04/01/2022,03/31/2023
GU,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,Not Available,5,04/01/2022,03/31/2023
GU,HAI_3_SIR,SSI - Colon Surgery,Not Available,5,04/01/2022,03/31/2023
GU,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,Not Available,5,04/01/2022,03/31/2023
GU,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,Not Available,5,04/01/2022,03/31/2023
GU,HAI_4_SIR,SSI - Abdominal Hysterectomy,Not Available,5,04/01/2022,03/31/2023
GU,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,Not Available,5,04/01/2022,03/31/2023
GU,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,Not Available,5,04/01/2022,03/31/2023
GU,HAI_5_SIR,MRSA Bacteremia,Not Available,5,04/01/2022,03/31/2023
GU,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,Not Available,5,04/01/2022,03/31/2023
GU,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,Not Available,5,04/01/2022,03/31/2023
