"Facility ID","Facility Name","Address","City","State","ZIP Code","County","Telephone","Patients who reported that staff definitely gave care in a professional way and the facility was clean","Patients who reported that staff somewhat gave care in a professional way or the facility was somewhat clean","Patients who reported that staff did not give care in a professional way or the facility was not clean","Facilities and staff linear mean score","Patients who reported that staff definitely communicated about what to expect during and after the procedure","Patients who reported that staff somewhat communicated about what to expect during and after the procedure","Patients who reported that staff did not communicate about what to expect during and after the procedure","Communication about your procedure linear mean score","Patients who gave the facility a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 0 to 6 on a scale from 0 (lowest) to 10 (highest)","Patients’ rating of the facility linear mean score","Patients who reported YES they would DEFINITELY recommend the facility to family or friends","Patients who reported PROBABLY YES they would recommend the facility to family or friends","Patients who reported NO, they would not recommend the facility to family or friends","Patients recommending the facility linear mean score","Footnote","Number of Sampled Patients","Number of Completed Surveys","Survey Response Rate Percent","Start Date","End Date"
010144,SPRINGHILL MEDICAL CENTER,3719 DAUPHIN STREET,MOBILE,AL,36608,MOBILE,(251) 344-9630,94,4,2,96,89,8,3,93,77,17,6,91,81,13,6,91,,1330,281,22,07/01/2019,12/31/2020
010148,EVERGREEN MEDICAL CENTER,101 CRESTVIEW AVENUE,EVERGREEN,AL,36401,CONECUH,(251) 578-2480,93,6,1,96,90,8,2,94,81,9,10,91,78,18,4,91,3,332,69,21,07/01/2019,12/31/2020
010149,BAPTIST MEDICAL CENTER EAST,400 TAYLOR ROAD,MONTGOMERY,AL,36117,MONTGOMERY,(334) 244-8330,96,3,1,98,92,6,2,95,88,11,1,95,90,9,1,96,,3329,898,27,07/01/2019,12/31/2020
010168,JACK HUGHSTON MEMORIAL HOSPITAL,4401 RIVER CHASE DRIVE,PHENIX CITY,AL,36867,RUSSELL,(334) 732-3000,96,3,1,98,92,6,2,95,91,8,1,96,92,6,2,96,,1038,352,34,07/01/2019,12/31/2020
010169,ATMORE COMMUNITY HOSPITAL,401 MEDICAL PARK DRIVE,ATMORE,AL,36502,ESCAMBIA,(251) 368-2500,93,5,2,96,92,6,2,95,71,23,6,89,71,23,6,88,,639,106,17,07/01/2019,12/31/2020
020001,PROVIDENCE ALASKA MEDICAL CENTER,3200 PROVIDENCE DRIVE,ANCHORAGE,AK,99519,ANCHORAGE,(907) 562-2211,96,4,0,98,90,8,2,94,85,13,2,94,86,13,1,95,,4244,855,20,07/01/2019,12/31/2020
020026,ALASKA NATIVE MEDICAL CENTER,4315 DIPLOMACY DR,ANCHORAGE,AK,99508,ANCHORAGE,(907) 563-2662,90,9,1,95,87,12,1,93,76,16,8,90,75,20,5,90,,1464,248,17,07/01/2019,12/31/2020
021306,PROVIDENCE KODIAK ISLAND MEDICAL CTR,1915 EAST REZANOF DRIVE,KODIAK,AK,99615,KODIAK ISLAND BOROUGH,(907) 486-3281,94,6,0,97,91,8,1,95,85,15,0,95,86,14,0,95,3,444,81,18,07/01/2019,12/31/2020
030007,VERDE VALLEY MEDICAL CENTER,269 SOUTH CANDY LANE,COTTONWOOD,AZ,86326,YAVAPAI,(928) 639-6000,97,3,0,98,91,8,1,95,82,15,3,93,78,19,3,91,,1760,611,35,07/01/2019,12/31/2020
030010,ST. MARY'S HOSPITAL,1601 WEST ST MARY'S ROAD,TUCSON,AZ,85745,PIMA,(520) 872-3000,,,,,,,,,,,,,,,,,4,,,,,
030011,ST JOSEPH'S HOSPITAL,350 NORTH WILMOT ROAD,TUCSON,AZ,85711,PIMA,(520) 873-3000,,,,,,,,,,,,,,,,,4,,,,,
030013,YUMA REGIONAL MEDICAL CENTER,2400 SOUTH AVENUE A,YUMA,AZ,85364,YUMA,(928) 344-2000,,,,,,,,,,,,,,,,,4,,,,,
030023,FLAGSTAFF MEDICAL CENTER,1200 NORTH BEAVER STREET,FLAGSTAFF,AZ,86002,COCONINO,(928) 779-3366,96,4,0,98,91,7,2,95,88,10,2,95,86,12,2,95,,1854,497,27,07/01/2019,12/31/2020
030030,ABRAZO CENTRAL CAMPUS,2000 WEST BETHANY HOME ROAD,PHOENIX,AZ,85015,MARICOPA,(602) 249-0212,,,,,,,,,,,,,,,,,4,,,,,
030062,SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,2200 EAST SHOW LOW LAKE ROAD,SHOW LOW,AZ,85901,NAVAJO,(928) 537-4375,96,3,1,98,87,11,2,92,86,9,5,92,74,21,5,90,2;3,1702,44,14,07/01/2019,12/31/2020
030083,ABRAZO SCOTTSDALE CAMPUS,3929 EAST BELL ROAD,PHOENIX,AZ,85032,MARICOPA,(602) 923-5000,,,,,,,,,,,,,,,,,4,,,,,
030094,ABRAZO ARROWHEAD HOSPITAL,18701 NORTH 67TH AVENUE,GLENDALE,AZ,85308,MARICOPA,(623) 561-1000,,,,,,,,,,,,,,,,,4,,,,,
030108,THE CORE INSTITUTE SPECIALTY HOSP,6501 NORTH 19TH AVENUE,PHOENIX,AZ,85015,MARICOPA,(602) 795-6020,96,4,0,98,91,7,2,94,81,15,4,92,75,21,4,90,,527,159,30,07/01/2019,12/31/2020
030110,ABRAZO WEST CAMPUS,13677 WEST MCDOWELL ROAD,GOODYEAR,AZ,85395,MARICOPA,(623) 882-1970,,,,,,,,,,,,,,,,,4,,,,,
030112,ARIZONA ORTHOPEDIC AND SURGICAL SPECIALTY HOSPITAL,"2905 WEST WARNER ROAD, SUITE 1",CHANDLER,AZ,85225,MARICOPA,(480) 603-9000,98,2,0,99,91,7,2,95,92,5,3,95,89,8,3,95,,920,263,29,07/01/2019,12/31/2020
030131,O.A.S.I.S. HOSPITAL,750 NORTH 40TH STREET,PHOENIX,AZ,85008,MARICOPA,(602) 797-7700,98,2,0,99,91,8,1,95,94,6,0,97,94,5,1,98,,747,284,38,07/01/2019,12/31/2020
030137,SANTA CRUZ VALLEY REGIONAL HOSPITAL,4455 SOUTH I-19 FRONTAGE ROAD,GREEN VALLEY,AZ,85614,PIMA,(602) 471-8190,97,3,0,98,88,10,2,93,85,12,3,94,82,16,2,93,,776,344,44,07/01/2019,12/31/2020
030138,WESTERN REGIONAL MEDICAL CENTER,14200 WEST CELEBRATE LIFE WAY,GOODYEAR,AZ,85338,MARICOPA,(623) 207-3000,98,2,0,99,94,5,1,96,97,3,0,98,96,3,1,98,,1285,360,28,07/01/2019,12/31/2020
031300,WICKENBURG COMMUNITY HOSPITAL,520 ROSE LANE,WICKENBURG,AZ,85390,MARICOPA,(928) 684-5421,97,3,0,98,93,6,1,96,87,11,2,94,85,14,1,94,2,356,156,44,07/01/2019,12/31/2020
031313,HOLY CROSS HOSPITAL,1171 WEST TARGET RANGE ROAD,NOGALES,AZ,85621,SANTA CRUZ,(520) 285-3000,,,,,,,,,,,,,,,,,4,,,,,
040002,JOHNSON REGIONAL MEDICAL CENTER,1100 EAST POPLAR STREET,CLARKSVILLE,AR,72830,JOHNSON,(479) 754-5454,97,2,1,98,93,5,2,95,83,14,3,93,80,18,2,92,,1696,393,23,07/01/2019,12/31/2020
040014,WHITE COUNTY MEDICAL CENTER,3214 EAST RACE AVENUE,SEARCY,AR,72143,WHITE,(501) 268-6121,96,4,0,98,92,6,2,95,83,14,3,93,83,15,2,93,,1471,377,26,07/01/2019,12/31/2020
040015,MENA REGIONAL HEALTH SYSTEM,311 NORTH MORROW STREET,MENA,AR,71953,POLK,(479) 394-6100,98,2,0,99,94,4,2,96,86,10,4,94,78,20,2,91,,771,226,29,07/01/2019,12/31/2020
040016,UAMS MEDICAL CENTER,4301 WEST MARKHAM STREET MAIL SLOT 612,LITTLE ROCK,AR,72205,PULASKI,(501) 686-5000,94,5,1,97,89,8,3,93,81,14,5,92,83,13,4,92,,1934,426,22,07/01/2019,12/31/2020
040017,NORTH ARKANSAS REGIONAL MEDICAL CENTER,620 NORTH MAIN STREET,HARRISON,AR,72601,BOONE,(870) 365-2000,95,4,1,97,90,7,3,93,76,22,2,91,66,32,2,88,,1301,355,27,07/01/2019,12/31/2020
040020,ST BERNARDS MEDICAL CENTER,225 E JACKSON,JONESBORO,AR,72401,CRAIGHEAD,(870) 972-4100,,,,,,,,,,,,,,,,,4,,,,,
040039,ARKANSAS METHODIST MEDICAL CENTER,900 WEST KINGSHIGHWAY,PARAGOULD,AR,72451,GREENE,(870) 239-7000,,,,,,,,,,,,,,,,,4,,,,,
040051,DREW MEMORIAL HOSPITAL,778 SCOGIN DRIVE,MONTICELLO,AR,71655,DREW,(870) 367-2411,97,3,0,99,91,5,4,93,89,8,3,95,84,16,0,95,,1014,208,21,07/01/2019,12/31/2020
040069,GREAT RIVER MEDICAL CENTER,1520 N DIVISION STREET,BLYTHEVILLE,AR,72315,MISSISSIPPI,(870) 838-7300,94,5,1,97,86,11,3,92,68,27,5,89,73,20,7,88,3,534,88,17,07/01/2019,12/31/2020
040071,JEFFERSON REGIONAL MEDICAL CENTER,1600 WEST 40TH AVENUE,PINE BLUFF,AR,71603,JEFFERSON,(870) 541-7100,94,5,1,96,86,10,4,91,76,21,3,92,75,21,4,90,,2620,496,19,07/01/2019,12/31/2020
040118,"BAPTIST MEMORIAL HOSPITAL JONESBORO, INC.",4800 EAST JOHNSON AVENUE,JONESBORO,AR,72401,CRAIGHEAD,(870) 936-1000,97,3,0,98,90,8,2,94,88,10,2,95,90,9,1,96,,2009,471,23,07/01/2019,12/31/2020
040134,"ARKANSAS HEART HOSPITAL, LLC",1701 S SHACKLEFORD ROAD,LITTLE ROCK,AR,72211,PULASKI,(501) 219-7000,97,3,0,98,88,10,2,93,89,9,2,95,91,7,2,96,,2420,780,32,07/01/2019,12/31/2020
040156,"BAPTIST MEMORIAL HOSPITAL-CRITTENDEN, INC",2100 NORTH SEVENTH STREET,WEST MEMPHIS,AR,72301,CRITTENDEN,(870) 394-7800,98,2,0,99,96,3,1,98,92,8,0,97,90,9,1,96,3,375,98,26,07/01/2019,12/31/2020
041328,CHICOT MEMORIAL MEDICAL CENTER,2729 SOUTH HIGHWAY 65 & 82,LAKE VILLAGE,AR,71653,CHICOT,(870) 265-5351,98,2,0,99,94,5,1,96,95,3,2,96,85,13,2,94,3,286,64,22,07/01/2019,12/31/2020
050006,PROVIDENCE ST JOSEPH HOSPITAL,2700 DOLBEER ST,EUREKA,CA,95501,HUMBOLDT,(707) 445-8121,97,3,0,98,90,8,2,94,77,19,4,91,74,24,2,90,,6277,1303,25,07/01/2019,12/31/2020
050009,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER,1000 TRANCAS ST,NAPA,CA,94558,NAPA,(707) 252-4411,97,3,0,98,90,7,3,94,89,9,2,95,85,13,2,94,,3025,851,30,07/01/2019,12/31/2020
050013,ADVENTIST HEALTH ST HELENA,10 WOODLAND ROAD,SAINT HELENA,CA,94574,NAPA,(707) 963-3611,95,5,0,98,91,7,2,95,87,11,2,95,90,9,1,96,,760,174,23,07/01/2019,12/31/2020
050039,ENLOE MEDICAL CENTER,1531 ESPLANADE,CHICO,CA,95926,BUTTE,(530) 332-7300,97,2,1,98,87,9,4,92,81,18,1,94,90,9,1,96,,4712,469,11,07/01/2019,12/31/2020
050054,SAN GORGONIO MEMORIAL HOSPITAL,600 NORTH HIGHLAND SPRINGS AVENUE,BANNING,CA,92220,RIVERSIDE,(951) 769-2101,96,4,0,98,87,9,4,92,79,16,5,91,74,22,4,89,2,748,186,26,07/01/2019,12/31/2020
050063,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,1300 N VERMONT AVE,LOS ANGELES,CA,90027,LOS ANGELES,(213) 413-3000,91,8,1,95,84,12,4,90,75,19,6,90,71,22,7,87,,2730,471,17,07/01/2019,12/31/2020
050069,PROVIDENCE ST. JOSEPH HOSPITAL,1100 WEST STEWART DR,ORANGE,CA,92868,ORANGE,(714) 633-9111,96,3,1,98,87,11,2,92,90,9,1,95,90,8,2,95,,3031,642,26,07/01/2019,12/31/2020
050070,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,1200 EL CAMINO REAL,SOUTH SAN FRANCISCO,CA,94080,SAN MATEO,(650) 742-3200,97,3,0,98,93,6,1,96,85,13,2,94,85,13,2,94,,2685,827,31,07/01/2019,12/31/2020
050071,KAISER FOUNDATION HOSPITAL-SANTA CLARA,700 LAWRENCE EXPRESSWAY,SANTA CLARA,CA,95051,SANTA CLARA,(408) 236-6400,97,3,0,98,91,8,1,95,89,9,2,95,89,10,1,96,,6139,2026,33,07/01/2019,12/31/2020
050072,KAISER FOUNDATION HOSPITAL - WALNUT CREEK,1425 S MAIN STREET,WALNUT CREEK,CA,94596,CONTRA COSTA,(925) 295-4000,96,3,1,98,91,7,2,95,87,11,2,94,87,11,2,95,,5987,1924,32,07/01/2019,12/31/2020
050073,KAISER FOUNDATION HOSPITAL AND REHAB CENTER,975 SERENO DR,VALLEJO,CA,94589,SOLANO,(707) 651-1000,96,3,1,98,92,6,2,95,90,8,2,95,89,9,2,95,,3189,916,29,07/01/2019,12/31/2020
050075,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,275 WEST MACARTHUR BOULEVARD,OAKLAND,CA,94611,ALAMEDA,(510) 752-1000,96,4,0,98,91,7,2,94,83,14,3,93,83,15,2,93,,11361,3227,29,07/01/2019,12/31/2020
050076,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,2425 GEARY BLVD,SAN FRANCISCO,CA,94115,SAN FRANCISCO,(415) 833-2646,97,3,0,98,91,7,2,95,85,14,1,94,84,14,2,94,,3450,1000,30,07/01/2019,12/31/2020
050077,SCRIPPS MERCY HOSPITAL,4077 5TH AVE,SAN DIEGO,CA,92103,SAN DIEGO,(619) 294-8111,97,2,1,98,90,8,2,94,85,11,4,93,81,15,4,92,,4576,1107,24,07/01/2019,12/31/2020
050078,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,1300 W 7TH ST,SAN PEDRO,CA,90732,LOS ANGELES,(310) 832-3311,96,3,1,97,86,11,3,91,84,14,2,94,81,15,4,92,,1428,299,21,07/01/2019,12/31/2020
050090,SONOMA VALLEY HOSPITAL,347 ANDRIEUX ST,SONOMA,CA,95476,SONOMA,(707) 935-5000,97,3,0,98,90,8,2,94,85,13,2,94,80,20,0,93,2,1022,324,32,07/01/2019,12/31/2020
050104,SAINT FRANCIS MEDICAL CENTER,3630 EAST IMPERIAL HIGHWAY,LYNWOOD,CA,90262,LOS ANGELES,(310) 900-8900,,,,,,,,,,,,,,,,,4,,,,,
050112,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,1250 16TH STREET,SANTA MONICA,CA,90404,LOS ANGELES,(310) 319-4000,96,4,0,98,91,7,2,95,88,10,2,95,87,11,2,94,,2852,697,25,07/01/2019,12/31/2020
050118,DOCTORS HOSPITAL OF MANTECA,1205 E NORTH STREET,MANTECA,CA,95336,SAN JOAQUIN,(209) 823-3111,,,,,,,,,,,,,,,,,4,,,,,
050122,DAMERON HOSPITAL,525 WEST ACACIA STREET,STOCKTON,CA,95203,SAN JOAQUIN,(209) 944-5550,96,3,1,97,84,12,4,90,80,15,5,92,75,20,5,90,,2871,635,22,07/01/2019,12/31/2020
050126,VALLEY PRESBYTERIAN HOSPITAL,15107 VANOWEN ST,VAN NUYS,CA,91405,LOS ANGELES,(818) 782-6600,95,4,1,97,86,9,5,91,88,9,3,95,85,14,1,95,,1550,352,24,07/01/2019,12/31/2020
050132,SAN GABRIEL VALLEY MEDICAL CENTER,438 W LAS TUNAS DRIVE,SAN GABRIEL,CA,91776,LOS ANGELES,(626) 289-5454,93,5,2,96,85,8,7,89,75,19,6,91,80,17,3,92,,2705,243,11,07/01/2019,12/31/2020
050133,ADVENTIST HEALTH AND RIDEOUT,726 4TH ST,MARYSVILLE,CA,95901,YUBA,(530) 749-4300,,,,,,,,,,,,,,,,,4,,,,,
050136,PETALUMA VALLEY HOSPITAL,400 N MCDOWELL BLVD,PETALUMA,CA,94954,SONOMA,(707) 778-1111,,,,,,,,,,,,,,,,,4,,,,,
050137,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,13652 CANTARA ST,PANORAMA CITY,CA,91402,LOS ANGELES,(818) 375-3333,97,2,1,98,91,8,1,95,88,10,2,95,85,12,3,94,,3373,990,29,07/01/2019,12/31/2020
050138,KAISER FOUNDATION HOSPITAL - LOS ANGELES,4867 SUNSET BLVD,LOS ANGELES,CA,90027,LOS ANGELES,(323) 783-4011,97,3,0,98,92,6,2,95,86,12,2,94,85,13,2,94,,8057,2373,29,07/01/2019,12/31/2020
050139,KAISER FOUNDATION HOSPITAL - DOWNEY,9333 IMPERIAL HIGHWAY,DOWNEY,CA,90242,LOS ANGELES,(562) 657-9000,96,3,1,98,92,7,1,95,89,9,2,95,86,11,3,94,,7827,1937,25,07/01/2019,12/31/2020
050140,KAISER FOUNDATION HOSPITAL FONTANA/ONTARIO,9961 SIERRA AVE,FONTANA,CA,92335,SAN BERNARDINO,(909) 427-5000,95,4,1,97,92,7,1,95,88,10,2,95,86,12,2,94,,12525,3620,29,07/01/2019,12/31/2020
050168,PROVIDENCE ST. JUDE MEDICAL CENTER,101 E VALENCIA MESA DRIVE,FULLERTON,CA,92835,ORANGE,(714) 992-3000,97,3,0,98,88,9,3,93,89,10,1,95,89,9,2,96,,3172,917,31,07/01/2019,12/31/2020
050174,PROVIDENCE SANTA ROSA MEMORIAL HOSPITAL,1165 MONTGOMERY DR,SANTA ROSA,CA,95405,SONOMA,(707) 525-5300,96,4,0,98,88,10,2,93,81,16,3,92,81,17,2,93,,5484,1429,30,07/01/2019,12/31/2020
050179,EMANUEL MEDICAL CENTER,825 DELBON AVE,TURLOCK,CA,95382,STANISLAUS,(209) 667-4200,,,,,,,,,,,,,,,,,4,,,,,
050180,JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS,1601 YGNACIO VALLEY RD,WALNUT CREEK,CA,94598,CONTRA COSTA,(925) 939-3000,96,4,0,98,83,11,6,89,80,14,6,92,85,12,3,94,,476,136,29,07/01/2019,12/31/2020
050204,PALMDALE REGIONAL MEDICAL CENTER,38600 MEDICAL CENTER DRIVE,PALMDALE,CA,93552,LOS ANGELES,(661) 382-5000,95,4,1,97,87,11,2,93,80,15,5,92,80,17,3,92,,1006,263,26,07/01/2019,12/31/2020
050224,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,ONE HOAG DRIVE,NEWPORT BEACH,CA,92663,ORANGE,(949) 764-4624,97,3,0,98,90,8,2,94,93,6,1,97,95,4,1,98,,2898,859,30,07/01/2019,12/31/2020
050226,AHMC ANAHEIM REGIONAL MEDICAL CENTER,1111 W LA PALMA AVENUE,ANAHEIM,CA,92801,ORANGE,(714) 774-1450,96,3,1,97,88,9,3,92,80,17,3,92,81,15,4,92,,1593,294,20,07/01/2019,12/31/2020
050235,PROVIDENCE SAINT JOSEPH MEDICAL CTR,501 SOUTH BUENA VISTA STREET,TORRANCE,CA,90504,LOS ANGELES,(818) 843-5111,96,3,1,98,87,10,3,92,84,13,3,94,84,14,2,94,,3362,765,23,07/01/2019,12/31/2020
