"Facility ID","Facility Name","Address","City/Town","State","ZIP Code","County/Parish","Telephone Number","Patients who reported that staff definitely gave care in a professional way and the facility was clean","Patients who reported that staff somewhat gave care in a professional way or the facility was somewhat clean","Patients who reported that staff did not give care in a professional way or the facility was not clean","Facilities and staff linear mean score","Patients who reported that staff definitely communicated about what to expect during and after the procedure","Patients who reported that staff somewhat communicated about what to expect during and after the procedure","Patients who reported that staff did not communicate about what to expect during and after the procedure","Communication about your procedure linear mean score","Patients who gave the facility a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 0 to 6 on a scale from 0 (lowest) to 10 (highest)","Patients' rating of the facility linear mean score","Patients who reported YES they would DEFINITELY recommend the facility to family or friends","Patients who reported PROBABLY YES they would recommend the facility to family or friends","Patients who reported NO, they would not recommend the facility to family or friends","Patients recommending the facility linear mean score","Footnote","Number of Sampled Patients","Number of Completed Surveys","Survey Response Rate Percent","Start Date","End Date"
03C0001290,CAMP LOWELL SURGERY CENTER LLC DBA CAMP LOWELL SURGERY CENTER,4620 EAST CAMP LOWELL DR,TUCSON,AZ,85712,,(520) 618-6058,97,3,0,98,92,6,2,95,87,11,2,95,88,11,1,96,,888,363,41,10/01/2022,09/30/2023
03C0001298,SURGICAL ELITE OF AVONDALE,10815 WEST MCDOWELL RD SUITE 101,AVONDALE,AZ,85392,,(623) 433-0192,97,3,0,99,92,6,2,95,92,7,1,96,87,13,0,95,,1356,270,20,10/01/2022,09/30/2023
03C0001299,THE ORTHOPEDIC SURGERY CENTER OF ARIZONA,2262 EAST ROSE GARDEN LANE,PHOENIX,AZ,85024,,(602) 424-4408,,,,,,,,,,,,,,,,,4,,,,,
03C0001302,PINNACLE SURGERY CENTER OF PEORIA LLC,6790 W. THUNDERBIRD RD.,PEORIA,AZ,85381,,(623) 979-1717,98,1,1,99,90,8,2,94,90,7,3,95,87,12,1,95,,1342,304,23,10/01/2022,09/30/2023
03C0001305,DESERT RIDGE OUTPATIENT SURGERY CENTER,20940 NORTH TATUM BLVD SUITE 100,PHOENIX,AZ,85050,,(480) 502-4000,97,2,1,98,92,6,2,95,90,8,2,96,90,9,1,96,,1527,484,32,10/01/2022,09/30/2023
03C0001313,SOUTHWEST ENDOSCOPY AND SURGICENTER LLC,"2223 E. BASELINE RD, STE. B",GILBERT,AZ,85234,,(480) 289-5266,95,4,1,97,90,8,2,94,88,10,2,95,84,14,2,94,,1861,493,26,10/01/2022,09/30/2023
03C0001347,SURGCENTER AT PARADISE VALLEY LLC DBA SURGCENTER AT PIMA CROSSING,8415 NORTH PIMA RD SUITE 190,SCOTTSDALE,AZ,85258,,(480) 800-3206,96,3,1,97,91,8,1,95,85,12,3,93,83,15,2,93,,1143,307,27,10/01/2022,09/30/2023
03C0001352,SURGCENTER OF DEER VALLEY LLC,19820 NORTH 7TH ST SUITE 190,PHOENIX,AZ,85024,,(602) 904-7039,96,4,0,98,86,11,3,92,83,14,3,93,78,20,2,92,2,2104,579,28,10/01/2022,09/30/2023
03C0001356,SURGERY CENTER OF SCOTTSDALE LLC DBA MOUNTAIN VIEW SURGERY CENTER OF GLENDALE,18555 NORTH 79TH AVE BUILDING C,GLENDALE,AZ,85308,,(623) 776-2500,99,1,0,100,93,6,1,96,93,6,1,96,91,7,2,96,,801,173,22,10/01/2022,09/30/2023
03C0001357,SURGERY CENTER OF SCOTTSDALE LLC DBA MOUNTAIN VIEW SURGERY CENTER OF GILBERT,2450 EAST GUADALUPE RD SUITE 101,GILBERT,AZ,85234,,(480) 398-8456,98,2,0,99,97,2,1,99,92,8,0,97,88,10,2,95,,733,202,28,10/01/2022,09/30/2023
03C0001359,SURGCENTER TUCSON LLC,3935 E. FT. LOWELL RD,TUCSON,AZ,85712,,(520) 396-4420,97,3,0,98,87,11,2,93,84,13,3,93,80,17,3,92,,1441,613,43,10/01/2022,09/30/2023
03C0001361,SURGCENTER CAMELBACK,6245 NORTH 24TH PARKWAY SUITE 112,PHOENIX,AZ,85016,,(602) 682-7005,98,2,0,99,92,7,1,95,92,7,1,97,88,10,2,95,,1101,346,31,10/01/2022,09/30/2023
03C0001393,ORO VALLEY SURGICAL SUITES LLC,8500 NORTH ORACLE RD SUITE 150,ORO VALLEY,AZ,85704,,(520) 462-0220,,,,,,,,,,,,,,,,,4,,,,,
03C0001395,ORTHOARIZONA SURGERY CENTER GILBERT,1675 EAST MELROSE ST SUITE 201,GILBERT,AZ,85297,,(480) 519-8100,98,2,0,99,95,4,1,97,94,5,1,97,94,5,1,97,,1519,497,33,10/01/2022,09/30/2023
03C0001414,WESTGATE SURGERY CENTER,7730 NORTH 99TH AVE SUITE 100,GLENDALE,AZ,85307,,(623) 888-5500,98,2,0,99,92,7,1,95,93,6,1,96,89,10,1,96,,1417,325,23,10/01/2022,09/30/2023
03C0001434,UROLOGY ASC PHOENIX DBA UROLOGIC SURGERY CENTER OF ARIZONA,1313 EAST OSBORD ROAD SUITE 170B,PHOENIX,AZ,85014,,(410) 581-1600,,,,,,,,,,,,,,,,,4,,,,,
03C0001456,UROLOGY ASC PHOENIX LLC DBA UROLOGIC SURGERY CENTER OF ARIZONA,17300 NORTH PERIMETER DRIVE SUITE 200,SCOTTSDALE,AZ,85255,,(480) 661-2662,,,,,,,,,,,,,,,,,4,,,,,
05C0001006,SAN GABRIEL VALLEY SURGICAL CENTER LP,1250 SOUTH SUNSET AVE SUITE 100,WEST COVINA,CA,91790,,(626) 960-6623,96,3,1,98,86,9,5,91,81,15,4,92,80,17,3,92,,658,222,34,10/01/2022,09/30/2023
05C0001174,MISSION AMBULATORY SURGICENTER,26730 CROWN VALLEY PARKWAY SUITE 100,MISSION VIEJO,CA,92691,,(949) 364-2201,97,3,0,98,87,10,3,92,84,14,2,94,84,15,1,94,2,1387,405,29,10/01/2022,09/30/2023
05C0001198,HEALTHCARE PARTNER AMBULATORY SURGERY CENTER,"2600 REDONDO AVE, SUITE 103",LONG BEACH,CA,90806,,(562) 988-7162,95,4,1,97,85,10,5,90,80,17,3,92,76,22,2,91,,1281,310,24,10/01/2022,09/30/2023
05C0001243,NEWPORT BEACH SURGERY CENTER L P,361 HOSPITAL RD.,NEWPORT BEACH,CA,92663,,(949) 631-0988,,,,,,,,,,,,,,,,,4,,,,,
05C0001321,EL MIRADOR SURGICAL CENTER,1180 N. INDIAN CANYON #110,PALM SPRINGS,CA,92262,,(469) 893-6573,95,4,1,97,87,10,3,92,88,10,2,94,89,9,2,95,,1308,402,31,10/01/2022,09/30/2023
05C0001447,COAST SURGERY CENTER LP,3445 PACIFIC COAST HWY SUITE 110,TORRANCE,CA,90505,,(310) 325-4555,98,2,0,99,91,7,2,95,87,11,2,95,88,10,2,95,,1547,383,25,10/01/2022,09/30/2023
05C0001481,PAIN DIAGNOSTIC & TREATMENT CENTER,2805 J ST SUITE 200,SACRAMENTO,CA,95816,,(916) 231-8755,97,3,0,98,92,7,1,95,89,10,1,95,87,12,1,95,,1795,563,31,10/01/2022,09/30/2023
05C0001493,NORTH STATE SURGERY CENTERS LP DBA CT ST SURGERY CENTER,2184 CT ST,REDDING,CA,96001,,(530) 225-7417,99,1,0,99,91,8,1,95,91,7,2,96,90,9,1,96,,990,331,33,10/01/2022,09/30/2023
05C0001505,MAGNOLIA SURGERY CENTER,14571 MAGNOLIA ST # 107,WESTMINSTER,CA,92683,,(714) 903-1390,96,3,1,98,91,7,2,95,76,19,5,91,68,25,7,85,2,911,174,19,10/01/2022,09/30/2023
05C0001508,AMBULATORY SURGERY CENTER OF STOCKTON,2388 N. CALIFORNIA ST.,STOCKTON,CA,95204,,(209) 944-9100,96,3,1,97,92,6,2,95,89,9,2,96,90,9,1,96,,1001,353,35,10/01/2022,09/30/2023
05C0001529,SANTA BARBARA SURGERY CENTER,3045 DE LA VINA ST,SANTA BARBARA,CA,93105,,(805) 569-3226,97,2,1,98,89,8,3,93,89,9,2,95,90,9,1,96,,965,368,38,10/01/2022,09/30/2023
05C0001534,FOLSOM OUTPATIENT SURGERY CENTER LP DBA FOLSOM SURGERY CENTER,1651 CREEKSIDE DR SUITE 100,FOLSOM,CA,95630,,(916) 673-1990,98,2,0,99,94,5,1,96,92,7,1,96,92,7,1,97,,883,268,30,10/01/2022,09/30/2023
05C0001552,SIERRA PACIFIC SURGERY CENTER LP,1630 E. HERNDON AVE. #150,FRESNO,CA,93720,,(559) 256-1631,98,2,0,99,92,7,1,95,92,7,1,96,89,10,1,96,,1537,462,30,10/01/2022,09/30/2023
05C0001554,SIERRA ENDOSCOPY CENTER,300 SIERRA COLLEGE DR SUITE 105,GRASS VALLEY,CA,95945,,(530) 273-3377,,,,,,,,,,,,,,,,,4,,,,,
05C0001558,PACIFIC ENDO-SURGICAL CENTER LP,3445 PACIFIC COAST HWY SUITE 120,TORRANCE,CA,90505,,(310) 326-1666,98,2,0,99,90,8,2,94,86,13,1,94,84,15,1,94,,1217,317,26,10/01/2022,09/30/2023
05C0001571,UNIVERSITY SURGERY CENTER,1390 E. YOSEMITE AVE. STE. B,MERCED,CA,95340,,(209) 580-3409,97,3,0,99,88,9,3,93,87,11,2,94,86,11,3,94,,1774,376,21,10/01/2022,09/30/2023
05C0001572,ROSEVILLE SURGERY CENTER,1420 ROSEVILLE PARKWAY SUITE 100,ROSEVILLE,CA,95661,,(916) 677-2488,95,4,1,97,91,7,2,95,79,15,6,92,78,18,4,91,,1788,577,32,10/01/2022,09/30/2023
05C0001596,TRESANTI SURGICAL CENTER LLC,"5201 NORRIS CANYON RD., # 100",SAN RAMON,CA,94583,,(925) 973-0605,98,2,0,99,94,5,1,97,95,5,0,97,93,6,1,97,,952,288,30,10/01/2022,09/30/2023
05C0001604,PROCEDURE CENTER OF SOUTH SACRAMENTO INC,"8120 TIMBERLAKE WAY, STE. 103",SACRAMENTO,CA,95823,,(916) 681-2350,97,2,1,98,90,8,2,94,86,12,2,94,84,13,3,93,,1906,430,23,10/01/2022,09/30/2023
05C0001643,NORTH STATE SURGERY CENTERS DBA MERCY SURGERY CENTER,2175 ROSALINE AVE SUITE A,REDDING,CA,96001,,(530) 245-4845,97,3,0,98,90,9,1,94,90,8,2,95,89,9,2,95,,937,302,32,10/01/2022,09/30/2023
05C0001711,ST JOSEPH'S SURGERY CENTER,1800 NORTH CALIFORNIA ST SUITE 1,STOCKTON,CA,95204,,(209) 467-6316,95,5,0,97,89,9,2,93,82,15,3,94,83,15,2,94,,1008,256,25,10/01/2022,09/30/2023
05C0001719,SCRIPPS HEALTH,10010 CAMPUS POINT DR,SAN DIEGO,CA,92121,,(619) 743-5565,98,2,0,99,95,4,1,97,93,6,1,97,92,7,1,97,,3371,1068,32,10/01/2022,09/30/2023
05C0001750,REAGAN ST SURGERY CENTER,10904 REAGAN ST,LOS ALAMITOS,CA,90720,,(562) 596-3140,97,3,0,98,89,9,2,93,90,9,1,96,85,13,2,94,,1122,308,27,10/01/2022,09/30/2023
05C0001756,ENCINITAS ENDOSCOPY CENTER LLC,"700 GARDEN VIEW CRT, STE. 101",ENCINITAS,CA,92024,,(760) 274-2700,98,2,0,99,89,9,2,93,87,11,2,94,88,10,2,95,,1056,265,25,10/01/2022,09/30/2023
05C0001757,GRASS VALLEY SURGERY CENTER,408 SIERRA COLLEGE DR,GRASS VALLEY,CA,95945,,(530) 271-2282,98,2,0,99,94,5,1,97,91,8,1,96,91,8,1,96,,1041,420,40,10/01/2022,09/30/2023
05C0001764,COAST SURGERY CENTER LP,3445 PACIFIC COAST HWY #110,TORRANCE,CA,90505,,(310) 325-4555,97,2,1,98,91,7,2,95,92,6,2,96,90,8,2,95,,1680,509,30,10/01/2022,09/30/2023
05C0001803,PACIFIC ENDOSCOPY AND SURGERY CENTER LLC,17815 NEWHOPE ST SUITE R,FOUNTAIN VALLEY,CA,92708,,(714) 432-8881,95,4,1,97,93,6,1,96,86,12,2,94,83,14,3,93,,1672,374,22,10/01/2022,09/30/2023
05C0001813,RENAISSANCE SURGERY CENTER LLC,2365 EAST FIR AVE,FRESNO,CA,93720,,(559) 797-9100,97,3,0,98,90,8,2,94,90,8,2,95,87,11,2,95,,1421,509,36,10/01/2022,09/30/2023
05C0001840,OASIS SURGERY CENTER LP,815 AUTO CENTER DR.,PALMDALE,CA,93551,,(661) 206-6262,98,1,1,99,90,8,2,94,94,5,1,97,92,7,1,97,,1334,265,20,10/01/2022,09/30/2023
05C0001842,SCRIPPS ENCINITAS SURGERY CENTER LLC,320 SANTA FE DR  SUITE LL2,ENCINITAS,CA,92024,,(760) 632-3900,96,3,1,98,91,8,1,95,88,10,2,95,87,11,2,95,,822,272,33,10/01/2022,09/30/2023
05C0001860,TALBERT SURGICAL ASSOCIATES,"7677 CENTER AVE, # 104",HUNTINGTON BEACH,CA,92647,,(714) 881-8722,95,4,1,97,86,11,3,92,80,17,3,93,74,22,4,89,,2513,564,22,10/01/2022,09/30/2023
05C0001863,HACIENDA OUTPATIENT SURGERY CENTER LLC DBA HACIENDA SURGERY CENTER,4626 WILLOW RD SUITE 100,PLEASANTON,CA,94588,,(925) 734-6744,98,2,0,99,93,6,1,96,88,11,1,95,91,8,1,96,,1476,406,28,10/01/2022,09/30/2023
05C0001879,SCRIPPS HEALTH,10010 CAMPUS POINT DR,SAN DIEGO,CA,92121,,(619) 743-5565,98,2,0,99,93,6,1,96,91,8,1,96,91,8,1,96,,6273,1640,26,10/01/2022,09/30/2023
05C0001975,HUNTINGTON AMBULATORY SURGERY CENTER,625 SOUTH FAIR OAKS AVE SUITE 380,PASADENA,CA,91105,,(626) 229-8999,,,,,,,,,,,,,,,,,4,,,,,
05C0002058,UC REGENTS UCLA DEPT OF MEDICINE PROFESSIONAL GROUP,25775 WEST MCBEAN PARKWAY SUITE 115,LOS ANGELES,CA,90095,,(661) 253-7956,98,2,0,99,95,4,1,97,90,10,0,97,87,13,0,96,3,175,28,16,10/01/2022,09/30/2023
05C0002179,SCRIPPS HEALTH,10010 CAMPUS POINT DR,SAN DIEGO,CA,92121,,(619) 743-5565,98,2,0,99,91,7,2,95,91,8,1,96,88,11,1,96,,8322,1748,21,10/01/2022,09/30/2023
05C0002196,VENTANA SURGICAL CENTER LLC,18133 VENTURA BLVD SUITE 400,ADDISON,CA,91356,,(818) 668-6200,97,3,0,98,91,8,1,95,89,9,2,95,87,11,2,95,,1120,253,23,10/01/2022,09/30/2023
05C0002199,SURGCENTER OF SAN DIEGO DBA ADVANCED SURGERY CENTER OF NORTH COUNTY,488 EAST VALLEY PARKWAY SUITE 100,ESCONDIDO,CA,92025,,(760) 546-4386,,,,,,,,,,,,,,,,,4,,,,,
05C0002215,WEST COAST JOINT AND SPINE CENTER,8135 SARATOGA WAY,EL DORADO HILLS,CA,95762,,(000) 000-0000,97,2,1,98,91,7,2,95,91,6,3,95,90,8,2,96,,1301,411,32,10/01/2022,09/30/2023
05C0002282,SCRIPPS HEALTH DBA ASC JEFFERSON,2205 VISTA WAY,OCEANSIDE,CA,92054,,(000) 000-0000,98,2,0,99,93,6,1,96,94,4,2,96,93,6,1,97,,4149,1035,25,10/01/2022,09/30/2023
06C0001028,KAISER PERMANENTE SURGERY CTR,2045 FRANKLIN ST,DENVER,CO,80205,,(303) 764-4420,97,3,0,98,92,7,1,95,85,13,2,94,81,16,3,92,,2682,945,35,10/01/2022,09/30/2023
06C0001029,PUEBLO AMBULATORY SURGERY CENTER LLC,25 MONTEBELLO RD,PUEBLO,CO,81001,,(719) 544-1600,92,7,1,95,87,11,2,93,81,17,2,93,78,20,2,92,,710,200,28,10/01/2022,09/30/2023
06C0001049,ROCKY MOUNTAIN ENDOSCOPY CENTERS LLC,10001 N. WASHINGTON ST.,THORNTON,CO,80229,,(303) 205-1090,97,3,0,98,88,10,2,93,82,16,2,93,80,17,3,92,,1490,298,20,10/01/2022,09/30/2023
06C0001057,AUDUBON AMBULATORY SURGERY CENTER LLC,3030 N. CIR DR STE 101,COLORADO SPRINGS,CO,80909,,(719) 355-3422,98,2,0,99,90,8,2,94,87,11,2,94,85,14,1,94,,1081,265,25,10/01/2022,09/30/2023
06C0001058,GOLDEN RIDGE SURGERY CENTER LLC,"660 GOLDEN RIDGE RD., STE. 110",GOLDEN,CO,80401,,(303) 963-1507,97,3,0,99,93,5,2,95,91,6,3,95,91,7,2,96,,889,240,27,10/01/2022,09/30/2023
06C0001070,ROCKY MOUNTAIN ENDOSCOPY CENTERS LLC,7000 WEST COLFAX AVENUE,LAKEWOOD,CO,80214,,(303) 205-1090,95,4,1,97,90,9,1,94,84,11,5,92,79,17,4,91,,1332,392,29,10/01/2022,09/30/2023
06C0001079,SUMMIT VIEW SURGERY CENTER,7730 SOUTH BROADWAY,LITTLETON,CO,80122,,(303) 730-2376,98,2,0,99,93,6,1,96,89,8,3,95,89,9,2,95,,1102,224,20,10/01/2022,09/30/2023
06C0001080,FLATIRONS SURGERY CENTER LLC,70 HEALTH PARK DR,LOUISVILLE,CO,80027,,(720) 890-2721,98,1,1,99,91,8,1,95,86,10,4,94,84,14,2,94,,1048,260,25,10/01/2022,09/30/2023
06C0001085,CROWN POINT SURGERY CENTER LLC,9397 CROWN CREST BLVD,PARKER,CO,80138,,(720) 974-6499,97,2,1,98,91,7,2,95,90,8,2,95,86,13,1,95,,1092,244,22,10/01/2022,09/30/2023
06C0001110,HARVARD PARK SURGERY CENTER LLC,1000 EAST HARVARD AVE,DENVER,CO,80210,,(303) 778-5773,96,3,1,97,90,8,2,94,84,13,3,94,82,16,2,93,,837,263,31,10/01/2022,09/30/2023
06C0001118,HIGHLINE SOUTH AMBULATORY SURGERY,11W DRY CREEK CIRLCE # 120,LITTLETON,CO,80120,,(303) 951-8100,,,,,,,,,,,,,,,,,4,,,,,
06C0001131,AUDUBON AMBULATORY SURGERY CENTER LLC,"6011 E. WOODMAN RD., STE. 200",COLORADO SPRINGS,CO,80909,,(719) 355-3422,97,3,0,98,90,8,2,94,89,8,3,94,88,10,2,95,,838,221,26,10/01/2022,09/30/2023
06C0001145,KAISER PERMANENTE AMBULATORY SURG CTR LONE TREE,10240 PARK MEADOWS DRIVE,LONE TREE,CO,80124,,(000) 000-0000,98,2,0,99,94,5,1,97,92,6,2,96,87,10,3,94,,2254,909,40,10/01/2022,09/30/2023
06C0001159,HIGHLINE SOUTH AMBULATORY SURGERY CENTER,11 WEST DRY CREEK CIR SUITE 120,LITTLETON,CO,80120,,(303) 951-8100,,,,,,,,,,,,,,,,,4,,,,,
06C0001163,SOUTH DENVER SURGERY CENTER,300 EAST MINERAL AVE #9,LITTLETON,CO,80122,,(720) 360-3400,98,1,1,99,93,6,1,96,90,8,2,95,87,12,1,95,,1565,436,28,10/01/2022,09/30/2023
06C0001178,DENVER DIAGNOSTIC ASC LLC,7800 EAST ORCHARD ROAD SUITE 350,GREENWOOD VILLAGE,CO,80111,,(720) 598-0805,,,,,,,,,,,,,,,,,4,,,,,
06C0001185,COLORADO UROLOGIC SURGERY CENTER,3 SUPERIOR DRIVE SUITE 301,SUPERIOR,CO,80027,,(000) 000-0000,,,,,,,,,,,,,,,,,4,,,,,
06C0001190,COLORADO UROLOGIC SURGERY CENTER,255 SOUTH ROUTT STREET,LAKEWOOD,CO,80228,,(303) 695-6106,,,,,,,,,,,,,,,,,4,,,,,
06C0001191,SOUTH DENVER SURGICAL SERVICES LLC DBA SOUTH DENVER UROLOGY,11 WEST DRY CREEK CIRCLE SUITE 120,LITTLETON,CO,80120,,(303) 835-1129,,,,,,,,,,,,,,,,,4,,,,,
06C0001195,COLORADO UROLOGIC SURGERY CENTER LLC,10535 PARK MEADOWS BOULEVARD SUITE 102,LONE TREE,CO,80124,,(303) 695-6106,,,,,,,,,,,,,,,,,4,,,,,
07C0001034,FAIRFIELD COUNTY ENDOSCOPY CENTER,888 WHITE PLAINS STE. 210,TRUMBULL,CT,06611,,(203) 268-1193,99,1,0,99,94,5,1,97,93,5,2,96,91,7,2,96,,1588,388,24,10/01/2022,09/30/2023
07C0001038,SHORELINE SURGERY CENTER LLC,505 WILLARD AVE.,GUILFORD,CT,06437,,(860) 667-9542,,,,,,,,,,,,,,,,,4,,,,,
07C0001048,NORTH HAVEN SURGERY CENTER LLC,52 WASHINGTON AVE SUITE 1,NORTH HAVEN,CT,06473,,(203) 234-7727,97,2,1,98,93,6,1,96,88,9,3,95,88,11,1,96,,1031,315,31,10/01/2022,09/30/2023
10C0001008,LEE ISLAND COAST SURGERY CENTER,4035 EVANS AVE,FORT MYERS,FL,33901,,(239) 939-7375,,,,,,,,,,,,,,,,,4,,,,,
10C0001025,SURGERY CENTER AT UNIVERSITY PARK LLC DBA PREMIER SURGERY CENTER OF SARASOTA,983 SOUTH BENEVA RD,SARASOTA,FL,34232,,(941) 365-5355,96,3,1,98,92,6,2,95,89,10,1,95,87,12,1,95,,1321,506,38,10/01/2022,09/30/2023
10C0001089,ST AUGUSTINE ENDOSCOPY CENTER LLC,212 SOUTHPARK CIR EAST,SAINT AUGUSTINE,FL,32086,,(904) 824-6108,98,2,0,99,91,7,2,94,95,4,1,97,92,7,1,97,,1207,384,32,10/01/2022,09/30/2023
10C0001167,RIVERSIDE PARK SURGICENTER INC,2001 COLLEGE ST.,JACKSONVILLE,FL,32204,,(904) 355-9800,,,,,,,,,,,,,,,,,4,,,,,
10C0001203,UNIVERSITY SURGERY CENTER LTD,7251 UNIVERSITY BLVD SUITE 100,WINTER PARK,FL,32792,,(407) 677-0066,99,1,0,99,96,3,1,97,94,6,0,97,92,7,1,97,,841,199,24,10/01/2022,09/30/2023
10C0001214,THE OUTPATIENT CENTER OF BOYNTON BEACH,2351 SOUTH SEACREST BLVD,BOYNTON BEACH,FL,33435,,(561) 732-5900,96,3,1,98,88,9,3,93,81,16,3,93,83,15,2,93,,1159,273,24,10/01/2022,09/30/2023
10C0001236,DELRAY BEACH SURGERY CENTER,4800 LINTON BOULEVARD BUILDING B,DELRAY BEACH,FL,33445,,(561) 495-9111,96,4,0,98,88,9,3,93,84,13,3,94,83,14,3,93,,1062,386,36,10/01/2022,09/30/2023
10C0001264,TREASURE COAST SURGERY CENTER LLC DBA TREASURE COAST CENTER FOR SURGERY,1155 SOUTHEAST MONTEREY RD EXT,STUART,FL,34994,,(772) 286-8028,97,3,0,99,89,9,2,94,86,11,3,94,84,13,3,93,,1032,397,38,10/01/2022,09/30/2023
10C0001293,WINTER HAVEN AMBULATORY SURGICAL CENTER LLC,325 AVE B NW,WINTER HAVEN,FL,33881,,(469) 893-6573,97,3,0,99,90,8,2,94,91,8,1,95,90,8,2,96,,1183,366,31,10/01/2022,09/30/2023
10C0001302,TAMARAC SURGERY CENTER LLC DBA THE SURGERY CENTER OF FORT LAUDERDALE,4485 NORTH STATE RD 7,LAUDERDALE LAKES,FL,33319,,(954) 735-0096,95,4,1,97,88,8,4,92,81,14,5,92,79,18,3,91,,1289,278,22,10/01/2022,09/30/2023
10C0001304,MORTON PLANT MEASE HEALTH SERVICES INC,8787 BRYAN DAIRY RD.,LARGO,FL,33777,,(727) 394-6609,97,2,1,98,92,7,1,95,91,8,1,96,90,8,2,96,,2615,887,34,10/01/2022,09/30/2023
